intervention_id,asset_id,date,day_index,intervention_type,health_before,health_restored
INTV-700250,AST-TRK-1068,2026-06-24,96,PREVENTIVE_TAMPING_OVERHAUL,89.6,98.0
INTV-700251,AST-TRK-1071,2026-06-24,96,PREVENTIVE_TAMPING_OVERHAUL,89.0,98.0
INTV-700252,AST-TRK-1080,2026-06-24,96,PREVENTIVE_TAMPING_OVERHAUL,90.3,98.0
INTV-700253,AST-TRK-1120,2026-06-24,96,PREVENTIVE_TAMPING_OVERHAUL,88.6,98.0
INTV-700254,AST-TRK-1153,2026-06-24,96,PREVENTIVE_TAMPING_OVERHAUL,90.2,98.0
INTV-700255,AST-TRK-1165,2026-06-24,96,PREVENTIVE_TAMPING_OVERHAUL,91.1,98.0
INTV-700256,AST-SIG-1039,2026-06-25,97,CORRECTIVE_ADJUSTMENT,93.3,98.0
INTV-700257,AST-OHE-1086,2026-06-25,97,CORRECTIVE_ADJUSTMENT,89.3,98.0
INTV-700258,AST-TRK-1100,2026-06-25,97,PREVENTIVE_TAMPING_OVERHAUL,91.2,98.0
INTV-700259,AST-TRK-1109,2026-06-25,97,PREVENTIVE_TAMPING_OVERHAUL,88.3,98.0
INTV-700260,AST-TRK-1145,2026-06-25,97,PREVENTIVE_TAMPING_OVERHAUL,88.2,98.0
INTV-700261,AST-TRK-1146,2026-06-25,97,PREVENTIVE_TAMPING_OVERHAUL,90.1,98.0
INTV-700262,AST-TRK-1161,2026-06-25,97,PREVENTIVE_TAMPING_OVERHAUL,89.9,98.0
INTV-700263,AST-TRK-1055,2026-06-26,98,PREVENTIVE_TAMPING_OVERHAUL,92.0,98.0
INTV-700264,AST-TRK-1169,2026-06-26,98,PREVENTIVE_TAMPING_OVERHAUL,89.3,98.0
INTV-700265,AST-TRK-1110,2026-06-27,99,PREVENTIVE_TAMPING_OVERHAUL,87.4,98.0
INTV-700266,AST-TRK-1137,2026-06-27,99,PREVENTIVE_TAMPING_OVERHAUL,90.9,98.0
INTV-700267,AST-PNT-1151,2026-06-27,99,CORRECTIVE_ADJUSTMENT,88.5,98.0
INTV-700268,AST-TRK-1163,2026-06-27,99,PREVENTIVE_TAMPING_OVERHAUL,90.7,98.0
INTV-700269,AST-SIG-1026,2026-06-28,100,CORRECTIVE_ADJUSTMENT,89.0,98.0
INTV-700270,AST-TRK-1099,2026-06-28,100,PREVENTIVE_TAMPING_OVERHAUL,89.0,98.0
INTV-700271,AST-TRK-1122,2026-06-28,100,PREVENTIVE_TAMPING_OVERHAUL,90.1,98.0
INTV-700272,AST-TRK-1158,2026-06-28,100,PREVENTIVE_TAMPING_OVERHAUL,89.9,98.0
INTV-700273,AST-TRK-1030,2026-06-29,101,PREVENTIVE_TAMPING_OVERHAUL,88.7,98.0
INTV-700274,AST-TRK-1115,2026-06-29,101,PREVENTIVE_TAMPING_OVERHAUL,90.8,98.0
INTV-700275,AST-SIG-1013,2026-06-30,102,CORRECTIVE_ADJUSTMENT,88.6,98.0
INTV-700276,AST-PNT-1027,2026-06-30,102,CORRECTIVE_ADJUSTMENT,88.7,98.0
INTV-700277,AST-TRK-1121,2026-06-30,102,PREVENTIVE_TAMPING_OVERHAUL,88.6,98.0
INTV-700278,AST-TRK-1133,2026-06-30,102,PREVENTIVE_TAMPING_OVERHAUL,89.7,98.0
INTV-700279,AST-TRK-1140,2026-06-30,102,PREVENTIVE_TAMPING_OVERHAUL,89.8,98.0
INTV-700280,AST-TRK-1142,2026-06-30,102,PREVENTIVE_TAMPING_OVERHAUL,90.9,98.0
INTV-700281,AST-TRK-1166,2026-06-30,102,PREVENTIVE_TAMPING_OVERHAUL,89.1,98.0
INTV-700282,AST-TRK-1089,2026-07-01,103,PREVENTIVE_TAMPING_OVERHAUL,89.3,98.0
INTV-700283,AST-SIG-1096,2026-07-01,103,CORRECTIVE_ADJUSTMENT,91.9,98.0
INTV-700284,AST-TRK-1108,2026-07-01,103,PREVENTIVE_TAMPING_OVERHAUL,90.2,98.0
INTV-700285,AST-TRK-1156,2026-07-01,103,PREVENTIVE_TAMPING_OVERHAUL,88.4,98.0
INTV-700286,AST-PNT-1053,2026-07-02,104,CORRECTIVE_ADJUSTMENT,86.6,98.0
INTV-700287,AST-PNT-1073,2026-07-02,104,CORRECTIVE_ADJUSTMENT,88.3,98.0
INTV-700288,AST-OHE-1074,2026-07-02,104,CORRECTIVE_ADJUSTMENT,86.7,98.0
INTV-700289,AST-TRK-1090,2026-07-02,104,PREVENTIVE_TAMPING_OVERHAUL,87.8,98.0
INTV-700290,AST-SIG-1128,2026-07-02,104,CORRECTIVE_ADJUSTMENT,92.5,98.0
INTV-700291,AST-TRK-1157,2026-07-02,104,PREVENTIVE_TAMPING_OVERHAUL,89.7,98.0
INTV-700292,AST-TRK-1171,2026-07-02,104,PREVENTIVE_TAMPING_OVERHAUL,90.4,98.0
INTV-700293,AST-TRK-1021,2026-07-03,105,PREVENTIVE_TAMPING_OVERHAUL,90.8,98.0
INTV-700294,AST-OHE-1064,2026-07-03,105,CORRECTIVE_ADJUSTMENT,89.8,98.0
INTV-700295,AST-TRK-1065,2026-07-03,105,PREVENTIVE_TAMPING_OVERHAUL,88.9,98.0
INTV-700296,AST-TRK-1138,2026-07-03,105,PREVENTIVE_TAMPING_OVERHAUL,88.5,98.0
INTV-700297,AST-SIG-1003,2026-07-04,106,CORRECTIVE_ADJUSTMENT,87.6,98.0
INTV-700298,AST-PNT-1014,2026-07-04,106,CORRECTIVE_ADJUSTMENT,87.0,98.0
INTV-700299,AST-TRK-1034,2026-07-04,106,PREVENTIVE_TAMPING_OVERHAUL,88.5,98.0
INTV-700300,AST-PNT-1063,2026-07-04,106,CORRECTIVE_ADJUSTMENT,88.7,98.0
INTV-700301,AST-TRK-1102,2026-07-04,106,PREVENTIVE_TAMPING_OVERHAUL,91.1,98.0
INTV-700302,AST-TRK-1124,2026-07-04,106,PREVENTIVE_TAMPING_OVERHAUL,90.0,98.0
INTV-700303,AST-TRK-1127,2026-07-04,106,PREVENTIVE_TAMPING_OVERHAUL,89.8,98.0
INTV-700304,AST-TRK-1141,2026-07-04,106,PREVENTIVE_TAMPING_OVERHAUL,87.5,98.0
INTV-700305,AST-TRK-1001,2026-07-05,107,PREVENTIVE_TAMPING_OVERHAUL,90.9,98.0
INTV-700306,AST-TRK-1044,2026-07-05,107,PREVENTIVE_TAMPING_OVERHAUL,89.5,98.0
INTV-700307,AST-TRK-1059,2026-07-05,107,PREVENTIVE_TAMPING_OVERHAUL,90.9,98.0
INTV-700308,AST-PNT-1113,2026-07-05,107,CORRECTIVE_ADJUSTMENT,88.3,98.0
INTV-700309,AST-TRK-1139,2026-07-05,107,PREVENTIVE_TAMPING_OVERHAUL,88.4,98.0
INTV-700310,AST-OHE-1152,2026-07-05,107,CORRECTIVE_ADJUSTMENT,90.8,98.0
INTV-700311,AST-TRK-1079,2026-07-06,108,PREVENTIVE_TAMPING_OVERHAUL,91.2,98.0
INTV-700312,AST-TRK-1149,2026-07-06,108,PREVENTIVE_TAMPING_OVERHAUL,89.1,98.0
INTV-700313,AST-OHE-1015,2026-07-07,109,CORRECTIVE_ADJUSTMENT,87.9,98.0
INTV-700314,AST-SIG-1084,2026-07-07,109,CORRECTIVE_ADJUSTMENT,97.1,98.0
INTV-700315,AST-TRK-1143,2026-07-07,109,PREVENTIVE_TAMPING_OVERHAUL,90.8,98.0
INTV-700316,AST-TRK-1148,2026-07-07,109,PREVENTIVE_TAMPING_OVERHAUL,90.4,98.0
INTV-700317,AST-TRK-1160,2026-07-07,109,PREVENTIVE_TAMPING_OVERHAUL,90.2,98.0
INTV-700318,AST-TRK-1006,2026-07-08,110,PREVENTIVE_TAMPING_OVERHAUL,90.9,98.0
INTV-700319,AST-TRK-1033,2026-07-08,110,PREVENTIVE_TAMPING_OVERHAUL,88.6,98.0
INTV-700320,AST-TRK-1043,2026-07-08,110,PREVENTIVE_TAMPING_OVERHAUL,88.6,98.0
INTV-700321,AST-TRK-1093,2026-07-08,110,PREVENTIVE_TAMPING_OVERHAUL,91.3,98.0
INTV-700322,AST-TRK-1002,2026-07-09,111,PREVENTIVE_TAMPING_OVERHAUL,89.0,98.0
INTV-700323,AST-TRK-1012,2026-07-09,111,PREVENTIVE_TAMPING_OVERHAUL,88.9,98.0
INTV-700324,AST-OHE-1020,2026-07-09,111,CORRECTIVE_ADJUSTMENT,90.3,98.0
INTV-700325,AST-TRK-1049,2026-07-09,111,PREVENTIVE_TAMPING_OVERHAUL,88.1,98.0
INTV-700326,AST-TRK-1107,2026-07-09,111,PREVENTIVE_TAMPING_OVERHAUL,90.8,98.0
INTV-700327,AST-TRK-1123,2026-07-09,111,PREVENTIVE_TAMPING_OVERHAUL,90.7,98.0
INTV-700328,AST-TRK-1131,2026-07-09,111,PREVENTIVE_TAMPING_OVERHAUL,89.1,98.0
INTV-700329,AST-TRK-1135,2026-07-09,111,PREVENTIVE_TAMPING_OVERHAUL,89.4,98.0
INTV-700330,AST-TRK-1070,2026-07-10,112,PREVENTIVE_TAMPING_OVERHAUL,89.6,98.0
INTV-700331,AST-TRK-1076,2026-07-10,112,PREVENTIVE_TAMPING_OVERHAUL,90.8,98.0
INTV-700332,AST-TRK-1103,2026-07-10,112,PREVENTIVE_TAMPING_OVERHAUL,91.2,98.0
INTV-700333,AST-TRK-1119,2026-07-10,112,PREVENTIVE_TAMPING_OVERHAUL,90.8,98.0
INTV-700334,AST-OHE-1130,2026-07-10,112,CORRECTIVE_ADJUSTMENT,90.5,98.0
INTV-700335,AST-TRK-1050,2026-07-11,113,PREVENTIVE_TAMPING_OVERHAUL,90.6,98.0
INTV-700336,AST-TRK-1011,2026-07-12,114,PREVENTIVE_TAMPING_OVERHAUL,89.5,98.0
INTV-700337,AST-TRK-1083,2026-07-12,114,PREVENTIVE_TAMPING_OVERHAUL,89.5,98.0
INTV-700338,AST-TRK-1170,2026-07-12,114,PREVENTIVE_TAMPING_OVERHAUL,89.0,98.0
INTV-700339,AST-OHE-1028,2026-07-13,115,CORRECTIVE_ADJUSTMENT,87.3,98.0
INTV-700340,AST-SIG-1112,2026-07-13,115,CORRECTIVE_ADJUSTMENT,87.7,98.0
INTV-700341,AST-TRK-1078,2026-07-14,116,PREVENTIVE_TAMPING_OVERHAUL,88.1,98.0
INTV-700342,AST-TRK-1126,2026-07-14,116,PREVENTIVE_TAMPING_OVERHAUL,90.2,98.0
INTV-700343,AST-OHE-1114,2026-07-15,117,CORRECTIVE_ADJUSTMENT,86.1,98.0
INTV-700344,AST-TRK-1104,2026-07-17,119,PREVENTIVE_TAMPING_OVERHAUL,90.5,98.0
INTV-700345,AST-TRK-1164,2026-07-18,120,PREVENTIVE_TAMPING_OVERHAUL,89.4,98.0
INTV-700346,AST-TRK-1167,2026-07-18,120,PREVENTIVE_TAMPING_OVERHAUL,89.7,98.0
INTV-700347,AST-TRK-1147,2026-07-21,123,PREVENTIVE_TAMPING_OVERHAUL,88.5,98.0
INTV-700348,AST-SIG-1062,2026-07-24,126,CORRECTIVE_ADJUSTMENT,86.1,98.0
INTV-700349,AST-TRK-1051,2026-07-30,132,PREVENTIVE_TAMPING_OVERHAUL,90.1,98.0
INTV-700350,AST-TRK-1042,2026-08-04,137,PREVENTIVE_TAMPING_OVERHAUL,90.5,98.0
INTV-700351,AST-PNT-1085,2026-08-06,139,CORRECTIVE_ADJUSTMENT,88.1,98.0
INTV-700352,AST-TRK-1095,2026-08-06,139,PREVENTIVE_TAMPING_OVERHAUL,89.4,98.0
INTV-700353,AST-TRK-1117,2026-08-06,139,PREVENTIVE_TAMPING_OVERHAUL,90.3,98.0
INTV-700354,AST-OHE-1098,2026-08-07,140,CORRECTIVE_ADJUSTMENT,88.4,98.0
INTV-700355,AST-PNT-1004,2026-08-08,141,CORRECTIVE_ADJUSTMENT,86.8,98.0
INTV-700356,AST-TRK-1066,2026-08-08,141,PREVENTIVE_TAMPING_OVERHAUL,90.3,98.0
INTV-700357,AST-TRK-1038,2026-08-09,142,PREVENTIVE_TAMPING_OVERHAUL,89.7,98.0
INTV-700358,AST-PNT-1040,2026-08-09,142,CORRECTIVE_ADJUSTMENT,89.6,98.0
INTV-700359,AST-TRK-1029,2026-08-10,143,PREVENTIVE_TAMPING_OVERHAUL,89.2,98.0
INTV-700360,AST-TRK-1154,2026-08-10,143,PREVENTIVE_TAMPING_OVERHAUL,89.8,98.0
INTV-700361,AST-PNT-1019,2026-08-11,144,CORRECTIVE_ADJUSTMENT,89.0,98.0
INTV-700362,AST-TRK-1047,2026-08-11,144,PREVENTIVE_TAMPING_OVERHAUL,90.2,98.0
INTV-700363,AST-TRK-1067,2026-08-11,144,PREVENTIVE_TAMPING_OVERHAUL,90.5,98.0
INTV-700364,AST-TRK-1082,2026-08-11,144,PREVENTIVE_TAMPING_OVERHAUL,90.1,98.0
INTV-700365,AST-TRK-1132,2026-08-11,144,PREVENTIVE_TAMPING_OVERHAUL,90.7,98.0
INTV-700366,AST-TRK-1016,2026-08-12,145,PREVENTIVE_TAMPING_OVERHAUL,91.0,98.0
INTV-700367,AST-TRK-1046,2026-08-12,145,PREVENTIVE_TAMPING_OVERHAUL,91.7,98.0
INTV-700368,AST-TRK-1075,2026-08-12,145,PREVENTIVE_TAMPING_OVERHAUL,89.0,98.0
INTV-700369,AST-TRK-1091,2026-08-12,145,PREVENTIVE_TAMPING_OVERHAUL,89.4,98.0
INTV-700370,AST-TRK-1116,2026-08-12,145,PREVENTIVE_TAMPING_OVERHAUL,90.2,98.0
INTV-700371,AST-TRK-1017,2026-08-13,146,PREVENTIVE_TAMPING_OVERHAUL,88.8,98.0
INTV-700372,AST-SIG-1018,2026-08-13,146,CORRECTIVE_ADJUSTMENT,88.8,98.0
INTV-700373,AST-TRK-1035,2026-08-13,146,PREVENTIVE_TAMPING_OVERHAUL,90.0,98.0
INTV-700374,AST-TRK-1037,2026-08-13,146,PREVENTIVE_TAMPING_OVERHAUL,90.1,98.0
INTV-700375,AST-TRK-1060,2026-08-13,146,PREVENTIVE_TAMPING_OVERHAUL,90.4,98.0
INTV-700376,AST-SIG-1072,2026-08-13,146,CORRECTIVE_ADJUSTMENT,92.4,98.0
INTV-700377,AST-TRK-1144,2026-08-13,146,PREVENTIVE_TAMPING_OVERHAUL,88.7,98.0
INTV-700378,AST-TRK-1155,2026-08-13,146,PREVENTIVE_TAMPING_OVERHAUL,90.4,98.0
INTV-700379,AST-SIG-1172,2026-08-13,146,CORRECTIVE_ADJUSTMENT,91.8,98.0
INTV-700380,AST-OHE-1054,2026-08-14,147,CORRECTIVE_ADJUSTMENT,90.3,98.0
INTV-700381,AST-PNT-1023,2026-08-15,148,CORRECTIVE_ADJUSTMENT,87.9,98.0
INTV-700382,AST-TRK-1056,2026-08-15,148,PREVENTIVE_TAMPING_OVERHAUL,88.5,98.0
INTV-700383,AST-TRK-1077,2026-08-15,148,PREVENTIVE_TAMPING_OVERHAUL,89.0,98.0
INTV-700384,AST-TRK-1105,2026-08-15,148,PREVENTIVE_TAMPING_OVERHAUL,89.4,98.0
INTV-700385,AST-TRK-1159,2026-08-15,148,PREVENTIVE_TAMPING_OVERHAUL,89.4,98.0
INTV-700386,AST-OHE-1174,2026-08-15,148,CORRECTIVE_ADJUSTMENT,90.1,98.0
INTV-700387,AST-TRK-1134,2026-08-16,149,PREVENTIVE_TAMPING_OVERHAUL,89.5,98.0
INTV-700388,AST-TRK-1168,2026-08-16,149,PREVENTIVE_TAMPING_OVERHAUL,91.1,98.0
INTV-700389,AST-OHE-1005,2026-08-17,150,CORRECTIVE_ADJUSTMENT,88.1,98.0
INTV-700390,AST-TRK-1007,2026-08-17,150,PREVENTIVE_TAMPING_OVERHAUL,90.3,98.0
INTV-700391,AST-OHE-1010,2026-08-17,150,CORRECTIVE_ADJUSTMENT,90.7,98.0
INTV-700392,AST-TRK-1031,2026-08-17,150,PREVENTIVE_TAMPING_OVERHAUL,89.8,98.0
INTV-700393,AST-TRK-1032,2026-08-17,150,PREVENTIVE_TAMPING_OVERHAUL,89.9,98.0
INTV-700394,AST-TRK-1058,2026-08-17,150,PREVENTIVE_TAMPING_OVERHAUL,90.0,98.0
INTV-700395,AST-PNT-1129,2026-08-17,150,CORRECTIVE_ADJUSTMENT,87.9,98.0
INTV-700396,AST-PNT-1173,2026-08-17,150,CORRECTIVE_ADJUSTMENT,88.3,98.0
INTV-700397,AST-SIG-1008,2026-08-18,151,CORRECTIVE_ADJUSTMENT,90.8,98.0
INTV-700398,AST-TRK-1048,2026-08-18,151,PREVENTIVE_TAMPING_OVERHAUL,89.0,98.0
INTV-700399,AST-TRK-1061,2026-08-18,151,PREVENTIVE_TAMPING_OVERHAUL,90.4,98.0
INTV-700400,AST-TRK-1069,2026-08-18,151,PREVENTIVE_TAMPING_OVERHAUL,90.0,98.0
INTV-700401,AST-OHE-1024,2026-08-19,152,CORRECTIVE_ADJUSTMENT,90.3,98.0
INTV-700402,AST-SIG-1052,2026-08-19,152,CORRECTIVE_ADJUSTMENT,93.3,98.0
INTV-700403,AST-TRK-1068,2026-08-19,152,PREVENTIVE_TAMPING_OVERHAUL,90.0,98.0
INTV-700404,AST-TRK-1111,2026-08-19,152,PREVENTIVE_TAMPING_OVERHAUL,90.0,98.0
INTV-700405,AST-TRK-1136,2026-08-19,152,PREVENTIVE_TAMPING_OVERHAUL,89.8,98.0
INTV-700406,AST-TRK-1162,2026-08-19,152,PREVENTIVE_TAMPING_OVERHAUL,89.0,98.0
INTV-700407,AST-TRK-1081,2026-08-20,153,PREVENTIVE_TAMPING_OVERHAUL,89.0,98.0
INTV-700408,AST-TRK-1094,2026-08-20,153,PREVENTIVE_TAMPING_OVERHAUL,89.9,98.0
INTV-700409,AST-TRK-1125,2026-08-20,153,PREVENTIVE_TAMPING_OVERHAUL,89.5,98.0
INTV-700410,AST-TRK-1036,2026-08-21,154,PREVENTIVE_TAMPING_OVERHAUL,88.5,98.0
INTV-700411,AST-TRK-1088,2026-08-21,154,PREVENTIVE_TAMPING_OVERHAUL,88.2,98.0
INTV-700412,AST-TRK-1145,2026-08-21,154,PREVENTIVE_TAMPING_OVERHAUL,89.4,98.0
INTV-700413,AST-SIG-1150,2026-08-21,154,CORRECTIVE_ADJUSTMENT,85.6,98.0
INTV-700414,AST-TRK-1025,2026-08-22,155,PREVENTIVE_TAMPING_OVERHAUL,89.2,98.0
INTV-700415,AST-TRK-1057,2026-08-22,155,PREVENTIVE_TAMPING_OVERHAUL,89.4,98.0
INTV-700416,AST-TRK-1071,2026-08-22,155,PREVENTIVE_TAMPING_OVERHAUL,89.0,98.0
INTV-700417,AST-PNT-1097,2026-08-22,155,CORRECTIVE_ADJUSTMENT,87.9,98.0
INTV-700418,AST-TRK-1153,2026-08-22,155,PREVENTIVE_TAMPING_OVERHAUL,90.4,98.0
INTV-700419,AST-TRK-1158,2026-08-22,155,PREVENTIVE_TAMPING_OVERHAUL,90.5,98.0
INTV-700420,AST-TRK-1161,2026-08-22,155,PREVENTIVE_TAMPING_OVERHAUL,89.7,98.0
INTV-700421,AST-TRK-1169,2026-08-22,155,PREVENTIVE_TAMPING_OVERHAUL,90.0,98.0
INTV-700422,AST-SIG-1026,2026-08-23,156,CORRECTIVE_ADJUSTMENT,86.8,98.0
INTV-700423,AST-SIG-1039,2026-08-23,156,CORRECTIVE_ADJUSTMENT,90.1,98.0
INTV-700424,AST-OHE-1086,2026-08-23,156,CORRECTIVE_ADJUSTMENT,89.9,98.0
INTV-700425,AST-TRK-1118,2026-08-23,156,PREVENTIVE_TAMPING_OVERHAUL,89.5,98.0
INTV-700426,AST-TRK-1080,2026-08-25,158,PREVENTIVE_TAMPING_OVERHAUL,89.8,98.0
INTV-700427,AST-TRK-1146,2026-08-25,158,PREVENTIVE_TAMPING_OVERHAUL,89.8,98.0
INTV-700428,AST-TRK-1165,2026-08-25,158,PREVENTIVE_TAMPING_OVERHAUL,90.4,98.0
INTV-700429,AST-PNT-1009,2026-08-26,159,CORRECTIVE_ADJUSTMENT,87.0,98.0
INTV-700430,AST-PNT-1027,2026-08-26,159,CORRECTIVE_ADJUSTMENT,90.7,98.0
INTV-700431,AST-OHE-1041,2026-08-26,159,CORRECTIVE_ADJUSTMENT,89.0,98.0
INTV-700432,AST-TRK-1121,2026-08-26,159,PREVENTIVE_TAMPING_OVERHAUL,89.2,98.0
INTV-700433,AST-SIG-1022,2026-08-27,160,CORRECTIVE_ADJUSTMENT,92.0,98.0
INTV-700434,AST-TRK-1030,2026-08-27,160,PREVENTIVE_TAMPING_OVERHAUL,89.7,98.0
INTV-700435,AST-TRK-1045,2026-08-27,160,PREVENTIVE_TAMPING_OVERHAUL,89.3,98.0
INTV-700436,AST-TRK-1055,2026-08-27,160,PREVENTIVE_TAMPING_OVERHAUL,91.0,98.0
INTV-700437,AST-TRK-1101,2026-08-27,160,PREVENTIVE_TAMPING_OVERHAUL,90.0,98.0
INTV-700438,AST-TRK-1115,2026-08-27,160,PREVENTIVE_TAMPING_OVERHAUL,90.2,98.0
INTV-700439,AST-SIG-1128,2026-08-27,160,CORRECTIVE_ADJUSTMENT,90.4,98.0
INTV-700440,AST-TRK-1156,2026-08-27,160,PREVENTIVE_TAMPING_OVERHAUL,88.1,98.0
INTV-700441,AST-TRK-1166,2026-08-27,160,PREVENTIVE_TAMPING_OVERHAUL,90.4,98.0
INTV-700442,AST-TRK-1089,2026-08-28,161,PREVENTIVE_TAMPING_OVERHAUL,89.9,98.0
INTV-700443,AST-TRK-1092,2026-08-28,161,PREVENTIVE_TAMPING_OVERHAUL,90.3,98.0
INTV-700444,AST-TRK-1100,2026-08-28,161,PREVENTIVE_TAMPING_OVERHAUL,90.1,98.0
INTV-700445,AST-TRK-1106,2026-08-28,161,PREVENTIVE_TAMPING_OVERHAUL,89.5,98.0
INTV-700446,AST-TRK-1109,2026-08-28,161,PREVENTIVE_TAMPING_OVERHAUL,89.5,98.0
INTV-700447,AST-TRK-1120,2026-08-28,161,PREVENTIVE_TAMPING_OVERHAUL,88.2,98.0
INTV-700448,AST-TRK-1142,2026-08-28,161,PREVENTIVE_TAMPING_OVERHAUL,90.7,98.0
INTV-700449,AST-SIG-1003,2026-08-29,162,CORRECTIVE_ADJUSTMENT,85.5,98.0
INTV-700450,AST-PNT-1014,2026-08-29,162,CORRECTIVE_ADJUSTMENT,88.3,98.0
INTV-700451,AST-TRK-1087,2026-08-29,162,PREVENTIVE_TAMPING_OVERHAUL,89.1,98.0
INTV-700452,AST-TRK-1090,2026-08-29,162,PREVENTIVE_TAMPING_OVERHAUL,89.1,98.0
INTV-700453,AST-TRK-1137,2026-08-29,162,PREVENTIVE_TAMPING_OVERHAUL,90.5,98.0
INTV-700454,AST-TRK-1163,2026-08-29,162,PREVENTIVE_TAMPING_OVERHAUL,89.0,98.0
INTV-700455,AST-PNT-1053,2026-08-30,163,CORRECTIVE_ADJUSTMENT,87.2,98.0
INTV-700456,AST-OHE-1064,2026-08-30,163,CORRECTIVE_ADJUSTMENT,89.2,98.0
INTV-700457,AST-TRK-1065,2026-08-30,163,PREVENTIVE_TAMPING_OVERHAUL,90.2,98.0
INTV-700458,AST-PNT-1073,2026-08-30,163,CORRECTIVE_ADJUSTMENT,89.0,98.0
INTV-700459,AST-TRK-1110,2026-08-30,163,PREVENTIVE_TAMPING_OVERHAUL,87.8,98.0
INTV-700460,AST-PNT-1113,2026-08-30,163,CORRECTIVE_ADJUSTMENT,88.5,98.0
INTV-700461,AST-TRK-1122,2026-08-30,163,PREVENTIVE_TAMPING_OVERHAUL,89.8,98.0
INTV-700462,AST-TRK-1139,2026-08-30,163,PREVENTIVE_TAMPING_OVERHAUL,89.0,98.0
INTV-700463,AST-SIG-1013,2026-08-31,164,CORRECTIVE_ADJUSTMENT,86.1,98.0
INTV-700464,AST-TRK-1149,2026-08-31,164,PREVENTIVE_TAMPING_OVERHAUL,90.1,98.0
INTV-700465,AST-PNT-1151,2026-08-31,164,CORRECTIVE_ADJUSTMENT,88.3,98.0
INTV-700466,AST-TRK-1171,2026-08-31,164,PREVENTIVE_TAMPING_OVERHAUL,89.1,98.0
INTV-700467,AST-TRK-1001,2026-09-01,165,PREVENTIVE_TAMPING_OVERHAUL,90.2,98.0
INTV-700468,AST-SIG-1096,2026-09-01,165,CORRECTIVE_ADJUSTMENT,90.5,98.0
INTV-700469,AST-TRK-1138,2026-09-01,165,PREVENTIVE_TAMPING_OVERHAUL,89.6,98.0
INTV-700470,AST-TRK-1140,2026-09-01,165,PREVENTIVE_TAMPING_OVERHAUL,89.1,98.0
INTV-700471,AST-TRK-1160,2026-09-01,165,PREVENTIVE_TAMPING_OVERHAUL,90.6,98.0
INTV-700472,AST-TRK-1021,2026-09-02,166,PREVENTIVE_TAMPING_OVERHAUL,89.5,98.0
INTV-700473,AST-TRK-1043,2026-09-02,166,PREVENTIVE_TAMPING_OVERHAUL,90.3,98.0
INTV-700474,AST-TRK-1044,2026-09-02,166,PREVENTIVE_TAMPING_OVERHAUL,89.5,98.0
INTV-700475,AST-PNT-1063,2026-09-02,166,CORRECTIVE_ADJUSTMENT,88.5,98.0
INTV-700476,AST-TRK-1102,2026-09-02,166,PREVENTIVE_TAMPING_OVERHAUL,90.2,98.0
INTV-700477,AST-TRK-1108,2026-09-02,166,PREVENTIVE_TAMPING_OVERHAUL,88.9,98.0
INTV-700478,AST-TRK-1141,2026-09-02,166,PREVENTIVE_TAMPING_OVERHAUL,88.6,98.0
INTV-700479,AST-TRK-1157,2026-09-02,166,PREVENTIVE_TAMPING_OVERHAUL,88.7,98.0
INTV-700480,AST-OHE-1015,2026-09-03,167,CORRECTIVE_ADJUSTMENT,88.6,98.0
INTV-700481,AST-TRK-1059,2026-09-03,167,PREVENTIVE_TAMPING_OVERHAUL,90.9,98.0
INTV-700482,AST-TRK-1099,2026-09-03,167,PREVENTIVE_TAMPING_OVERHAUL,88.4,98.0
INTV-700483,AST-TRK-1107,2026-09-03,167,PREVENTIVE_TAMPING_OVERHAUL,90.1,98.0
INTV-700484,AST-TRK-1127,2026-09-03,167,PREVENTIVE_TAMPING_OVERHAUL,89.2,98.0
INTV-700485,AST-OHE-1130,2026-09-03,167,CORRECTIVE_ADJUSTMENT,90.7,98.0
INTV-700486,AST-TRK-1119,2026-09-04,168,PREVENTIVE_TAMPING_OVERHAUL,91.4,98.0
INTV-700487,AST-TRK-1124,2026-09-04,168,PREVENTIVE_TAMPING_OVERHAUL,89.0,98.0
INTV-700488,AST-TRK-1133,2026-09-04,168,PREVENTIVE_TAMPING_OVERHAUL,88.1,98.0
INTV-700489,AST-OHE-1074,2026-09-05,169,CORRECTIVE_ADJUSTMENT,86.9,98.0
INTV-700490,AST-TRK-1079,2026-09-05,169,PREVENTIVE_TAMPING_OVERHAUL,90.5,98.0
INTV-700491,AST-TRK-1123,2026-09-05,169,PREVENTIVE_TAMPING_OVERHAUL,90.3,98.0
INTV-700492,AST-TRK-1131,2026-09-05,169,PREVENTIVE_TAMPING_OVERHAUL,89.2,98.0
INTV-700493,AST-TRK-1002,2026-09-06,170,PREVENTIVE_TAMPING_OVERHAUL,90.0,98.0
INTV-700494,AST-TRK-1076,2026-09-06,170,PREVENTIVE_TAMPING_OVERHAUL,90.9,98.0
INTV-700495,AST-TRK-1093,2026-09-06,170,PREVENTIVE_TAMPING_OVERHAUL,91.1,98.0
INTV-700496,AST-TRK-1148,2026-09-06,170,PREVENTIVE_TAMPING_OVERHAUL,90.0,98.0
INTV-700497,AST-OHE-1152,2026-09-06,170,CORRECTIVE_ADJUSTMENT,90.5,98.0
INTV-700498,AST-OHE-1028,2026-09-07,171,CORRECTIVE_ADJUSTMENT,88.5,98.0
