forecast_id,train_number,section_id,track_id,estimated_entry,estimated_exit,confidence_score,commodity,origin_hub,destination_hub,source
GF-7131,FRT-0035,CNB-PRYJ,CNB-PRYJ-DN,2026-10-05 20:55:00,2026-10-05 22:08:00,0.93,CONTAINER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7132,FRT-0035,TDL-ETW,TDL-ETW-UP,2026-10-05 22:23:00,2026-10-05 23:26:00,0.93,CONTAINER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7133,FRT-0040,CNB-PRYJ,CNB-PRYJ-UP,2026-10-05 23:00:00,2026-10-06 00:22:00,0.62,FERTILIZER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7134,FRT-0040,TDL-ETW,TDL-ETW-DN,2026-10-06 00:37:00,2026-10-06 01:53:00,0.62,EMPTY_RAKE,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7135,FRT-0041,ALJN-TDL,ALJN-TDL-UP,2026-10-05 11:27:00,2026-10-05 12:28:00,0.54,FERTILIZER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7136,FRT-0041,CNB-PRYJ,CNB-PRYJ-DN,2026-10-05 12:43:00,2026-10-05 13:46:00,0.54,CONTAINER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7137,FRT-0041,GZB-ALJN,GZB-ALJN-UP,2026-10-05 14:01:00,2026-10-05 14:55:00,0.54,AUTOMOBILES,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7138,FRT-0041,ANVT-GZB,ANVT-GZB-DN,2026-10-05 15:10:00,2026-10-05 16:05:00,0.54,COAL,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7139,FRT-0042,TDL-ETW,TDL-ETW-UP,2026-10-05 06:14:00,2026-10-05 07:06:00,0.53,FERTILIZER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7140,FRT-0042,GZB-ALJN,GZB-ALJN-UP,2026-10-05 07:21:00,2026-10-05 08:42:00,0.53,FERTILIZER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7141,FRT-0042,ANVT-GZB,ANVT-GZB-UP,2026-10-05 08:57:00,2026-10-05 10:05:00,0.53,EMPTY_RAKE,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7142,FRT-0042,CNB-PRYJ,CNB-PRYJ-UP,2026-10-05 10:20:00,2026-10-05 11:50:00,0.53,FERTILIZER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7143,FRT-0047,ANVT-GZB,ANVT-GZB-UP,2026-10-05 19:25:00,2026-10-05 20:44:00,0.94,CONTAINER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7144,FRT-0047,GZB-ALJN,GZB-ALJN-DN,2026-10-05 20:59:00,2026-10-05 22:09:00,0.94,COAL,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7145,FRT-0047,ALJN-TDL,ALJN-TDL-DN,2026-10-05 22:24:00,2026-10-05 23:38:00,0.94,COAL,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7146,FRT-0054,ETW-CNB,ETW-CNB-UP,2026-10-05 18:19:00,2026-10-05 19:49:00,0.62,FERTILIZER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7147,FRT-0054,TDL-ETW,TDL-ETW-DN,2026-10-05 20:04:00,2026-10-05 21:25:00,0.62,EMPTY_RAKE,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7148,FRT-0080,ALJN-TDL,ALJN-TDL-UP,2026-10-05 02:22:00,2026-10-05 03:42:00,0.52,CONTAINER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7149,FRT-0080,GZB-ALJN,GZB-ALJN-DN,2026-10-05 03:57:00,2026-10-05 05:07:00,0.52,COAL,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7150,FRT-0080,NDLS-GZB,NDLS-GZB-UP,2026-10-05 05:22:00,2026-10-05 06:35:00,0.52,FERTILIZER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7151,FRT-0080,CNB-PRYJ,CNB-PRYJ-DN,2026-10-05 06:50:00,2026-10-05 07:38:00,0.52,COAL,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7152,FRT-0090,TDL-ETW,TDL-ETW-DN,2026-10-05 01:46:00,2026-10-05 02:59:00,0.49,CONTAINER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7153,FRT-0090,ANVT-GZB,ANVT-GZB-UP,2026-10-05 03:14:00,2026-10-05 04:31:00,0.49,AUTOMOBILES,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7154,FRT-0090,GZB-ALJN,GZB-ALJN-DN,2026-10-05 04:46:00,2026-10-05 05:51:00,0.49,EMPTY_RAKE,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7155,FRT-0090,ETW-CNB,ETW-CNB-DN,2026-10-05 06:06:00,2026-10-05 06:54:00,0.49,FERTILIZER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7156,FRT-0095,ANVT-GZB,ANVT-GZB-UP,2026-10-05 13:37:00,2026-10-05 14:22:00,0.64,FERTILIZER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7157,FRT-0095,ETW-CNB,ETW-CNB-DN,2026-10-05 14:37:00,2026-10-05 15:41:00,0.64,EMPTY_RAKE,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7158,FRT-0095,ALJN-TDL,ALJN-TDL-UP,2026-10-05 15:56:00,2026-10-05 16:46:00,0.64,AUTOMOBILES,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7159,FRT-0005,ALJN-TDL,ALJN-TDL-UP,2026-10-06 15:28:00,2026-10-06 16:39:00,0.81,EMPTY_RAKE,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7160,FRT-0005,CNB-PRYJ,CNB-PRYJ-UP,2026-10-06 16:54:00,2026-10-06 18:17:00,0.81,COAL,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7161,FRT-0005,GZB-ALJN,GZB-ALJN-UP,2026-10-06 18:32:00,2026-10-06 19:36:00,0.81,EMPTY_RAKE,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7162,FRT-0005,ANVT-GZB,ANVT-GZB-UP,2026-10-06 19:51:00,2026-10-06 20:57:00,0.81,EMPTY_RAKE,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7163,FRT-0008,NDLS-GZB,NDLS-GZB-UP,2026-10-06 22:48:00,2026-10-06 23:59:00,0.91,AUTOMOBILES,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7164,FRT-0008,CNB-PRYJ,CNB-PRYJ-DN,2026-10-07 00:14:00,2026-10-07 01:44:00,0.91,COAL,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7165,FRT-0008,ALJN-TDL,ALJN-TDL-UP,2026-10-07 01:59:00,2026-10-07 02:56:00,0.91,AUTOMOBILES,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7166,FRT-0035,TDL-ETW,TDL-ETW-UP,2026-10-06 11:18:00,2026-10-06 12:22:00,0.87,AUTOMOBILES,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7167,FRT-0035,ALJN-TDL,ALJN-TDL-UP,2026-10-06 12:37:00,2026-10-06 13:36:00,0.87,CONTAINER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7168,FRT-0035,NDLS-GZB,NDLS-GZB-UP,2026-10-06 13:51:00,2026-10-06 14:45:00,0.87,AUTOMOBILES,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7169,FRT-0040,ETW-CNB,ETW-CNB-DN,2026-10-06 10:49:00,2026-10-06 12:05:00,0.66,COAL,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7170,FRT-0040,CNB-PRYJ,CNB-PRYJ-UP,2026-10-06 12:20:00,2026-10-06 13:06:00,0.66,FERTILIZER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7171,FRT-0041,NDLS-GZB,NDLS-GZB-DN,2026-10-06 20:50:00,2026-10-06 22:02:00,0.69,AUTOMOBILES,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7172,FRT-0041,TDL-ETW,TDL-ETW-DN,2026-10-06 22:17:00,2026-10-06 23:46:00,0.69,FERTILIZER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7173,FRT-0041,GZB-ALJN,GZB-ALJN-DN,2026-10-07 00:01:00,2026-10-07 01:18:00,0.69,CONTAINER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7174,FRT-0042,ANVT-GZB,ANVT-GZB-UP,2026-10-06 05:59:00,2026-10-06 07:28:00,0.61,COAL,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7175,FRT-0042,TDL-ETW,TDL-ETW-UP,2026-10-06 07:43:00,2026-10-06 08:31:00,0.61,AUTOMOBILES,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7176,FRT-0042,NDLS-GZB,NDLS-GZB-DN,2026-10-06 08:46:00,2026-10-06 10:11:00,0.61,FERTILIZER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7177,FRT-0047,GZB-ALJN,GZB-ALJN-DN,2026-10-06 19:04:00,2026-10-06 19:53:00,0.77,COAL,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7178,FRT-0047,CNB-PRYJ,CNB-PRYJ-DN,2026-10-06 20:08:00,2026-10-06 20:59:00,0.77,COAL,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7179,FRT-0054,GZB-ALJN,GZB-ALJN-UP,2026-10-06 13:22:00,2026-10-06 14:44:00,0.5,COAL,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7180,FRT-0054,CNB-PRYJ,CNB-PRYJ-UP,2026-10-06 14:59:00,2026-10-06 15:44:00,0.5,FERTILIZER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7181,FRT-0054,ETW-CNB,ETW-CNB-DN,2026-10-06 15:59:00,2026-10-06 17:07:00,0.5,AUTOMOBILES,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7182,FRT-0054,TDL-ETW,TDL-ETW-DN,2026-10-06 17:22:00,2026-10-06 18:28:00,0.5,COAL,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7183,FRT-0080,ANVT-GZB,ANVT-GZB-DN,2026-10-06 18:10:00,2026-10-06 19:07:00,0.56,EMPTY_RAKE,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7184,FRT-0080,CNB-PRYJ,CNB-PRYJ-DN,2026-10-06 19:22:00,2026-10-06 20:46:00,0.56,EMPTY_RAKE,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7185,FRT-0090,ETW-CNB,ETW-CNB-DN,2026-10-06 16:43:00,2026-10-06 17:35:00,0.91,CONTAINER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7186,FRT-0090,TDL-ETW,TDL-ETW-UP,2026-10-06 17:50:00,2026-10-06 19:05:00,0.91,FERTILIZER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7187,FRT-0090,NDLS-GZB,NDLS-GZB-DN,2026-10-06 19:20:00,2026-10-06 20:13:00,0.91,EMPTY_RAKE,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7188,FRT-0090,ALJN-TDL,ALJN-TDL-DN,2026-10-06 20:28:00,2026-10-06 21:46:00,0.91,FERTILIZER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7189,FRT-0095,ETW-CNB,ETW-CNB-UP,2026-10-06 01:58:00,2026-10-06 02:50:00,0.82,COAL,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7190,FRT-0095,GZB-ALJN,GZB-ALJN-UP,2026-10-06 03:05:00,2026-10-06 04:34:00,0.82,COAL,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7191,FRT-0005,ANVT-GZB,ANVT-GZB-UP,2026-10-07 15:30:00,2026-10-07 16:22:00,0.8,AUTOMOBILES,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7192,FRT-0005,NDLS-GZB,NDLS-GZB-UP,2026-10-07 16:37:00,2026-10-07 17:49:00,0.8,CONTAINER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7193,FRT-0008,CNB-PRYJ,CNB-PRYJ-UP,2026-10-07 18:31:00,2026-10-07 19:46:00,0.75,FERTILIZER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7194,FRT-0008,ETW-CNB,ETW-CNB-UP,2026-10-07 20:01:00,2026-10-07 20:48:00,0.75,CONTAINER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7195,FRT-0035,CNB-PRYJ,CNB-PRYJ-UP,2026-10-07 21:32:00,2026-10-07 22:29:00,0.55,FERTILIZER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7196,FRT-0035,NDLS-GZB,NDLS-GZB-UP,2026-10-07 22:44:00,2026-10-07 23:30:00,0.55,FERTILIZER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7197,FRT-0040,GZB-ALJN,GZB-ALJN-DN,2026-10-07 18:14:00,2026-10-07 19:05:00,0.74,CONTAINER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7198,FRT-0040,CNB-PRYJ,CNB-PRYJ-UP,2026-10-07 19:20:00,2026-10-07 20:38:00,0.74,COAL,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7199,FRT-0040,ANVT-GZB,ANVT-GZB-UP,2026-10-07 20:53:00,2026-10-07 21:56:00,0.74,EMPTY_RAKE,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7200,FRT-0040,TDL-ETW,TDL-ETW-DN,2026-10-07 22:11:00,2026-10-07 22:56:00,0.74,CONTAINER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7201,FRT-0041,TDL-ETW,TDL-ETW-UP,2026-10-07 17:12:00,2026-10-07 18:34:00,0.63,CONTAINER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7202,FRT-0041,ETW-CNB,ETW-CNB-DN,2026-10-07 18:49:00,2026-10-07 19:45:00,0.63,AUTOMOBILES,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7203,FRT-0042,ANVT-GZB,ANVT-GZB-UP,2026-10-07 14:54:00,2026-10-07 15:59:00,0.51,CONTAINER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7204,FRT-0042,TDL-ETW,TDL-ETW-UP,2026-10-07 16:14:00,2026-10-07 17:32:00,0.51,FERTILIZER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7205,FRT-0042,CNB-PRYJ,CNB-PRYJ-UP,2026-10-07 17:47:00,2026-10-07 19:17:00,0.51,CONTAINER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7206,FRT-0047,GZB-ALJN,GZB-ALJN-DN,2026-10-07 04:56:00,2026-10-07 06:10:00,0.64,FERTILIZER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7207,FRT-0047,ALJN-TDL,ALJN-TDL-DN,2026-10-07 06:25:00,2026-10-07 07:53:00,0.64,AUTOMOBILES,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7208,FRT-0054,TDL-ETW,TDL-ETW-UP,2026-10-07 10:55:00,2026-10-07 12:07:00,0.94,CONTAINER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7209,FRT-0054,ALJN-TDL,ALJN-TDL-DN,2026-10-07 12:22:00,2026-10-07 13:37:00,0.94,FERTILIZER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7210,FRT-0080,NDLS-GZB,NDLS-GZB-UP,2026-10-07 17:46:00,2026-10-07 18:56:00,0.79,CONTAINER,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7211,FRT-0080,ETW-CNB,ETW-CNB-UP,2026-10-07 19:11:00,2026-10-07 20:03:00,0.79,AUTOMOBILES,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7212,FRT-0090,TDL-ETW,TDL-ETW-UP,2026-10-07 13:24:00,2026-10-07 14:30:00,0.94,AUTOMOBILES,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7213,FRT-0090,NDLS-GZB,NDLS-GZB-UP,2026-10-07 14:45:00,2026-10-07 15:37:00,0.94,AUTOMOBILES,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7214,FRT-0090,ANVT-GZB,ANVT-GZB-UP,2026-10-07 15:52:00,2026-10-07 17:08:00,0.94,EMPTY_RAKE,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7215,FRT-0090,ETW-CNB,ETW-CNB-UP,2026-10-07 17:23:00,2026-10-07 18:45:00,0.94,AUTOMOBILES,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7216,FRT-0095,ALJN-TDL,ALJN-TDL-UP,2026-10-07 14:48:00,2026-10-07 16:05:00,0.94,AUTOMOBILES,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7217,FRT-0095,ETW-CNB,ETW-CNB-UP,2026-10-07 16:20:00,2026-10-07 17:11:00,0.94,AUTOMOBILES,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
GF-7218,FRT-0095,TDL-ETW,TDL-ETW-UP,2026-10-07 17:26:00,2026-10-07 18:42:00,0.94,COAL,Tughlakabad ICD,Dankuni Goods Yard,SIMULATED_FOIS
