telemetry_id,asset_id,date,day_index,health_index,wear_metric,daily_gmt,temp_c,rainfall_mm,days_since_inspection,days_since_maintenance,deferred_count,speed_restriction_active
TEL-501696,AST-OHE-1130,2026-03-30,10,96.9,3.7,37.9,33.3,0.0,29,16,0,0
TEL-501697,AST-TRK-1131,2026-03-30,10,94.5,0.9,37.7,33.3,0.0,18,15,0,0
TEL-501698,AST-TRK-1132,2026-03-30,10,91.4,1.4,27.0,33.3,0.0,21,44,0,0
TEL-501699,AST-TRK-1133,2026-03-30,10,91.3,1.36,57.8,33.3,0.0,17,32,0,1
TEL-501700,AST-TRK-1134,2026-03-30,10,89.4,1.85,30.2,33.3,0.0,23,40,0,0
TEL-501701,AST-TRK-1135,2026-03-30,10,92.7,1.16,50.5,33.3,0.0,15,28,0,0
TEL-501702,AST-TRK-1136,2026-03-30,10,95.4,0.81,58.7,33.3,0.0,2,41,0,0
TEL-501703,AST-TRK-1137,2026-03-30,10,95.0,0.88,57.0,33.3,0.0,0,28,0,0
TEL-501704,AST-TRK-1138,2026-03-30,10,90.3,1.7,64.8,33.3,0.0,14,29,0,0
TEL-501705,AST-TRK-1139,2026-03-30,10,91.5,1.44,25.1,33.3,0.0,24,18,0,0
TEL-501706,AST-TRK-1140,2026-03-30,10,96.1,0.65,56.2,33.3,0.0,26,40,0,0
TEL-501707,AST-TRK-1141,2026-03-30,10,88.9,1.85,50.7,33.3,0.0,25,31,0,0
TEL-501708,AST-TRK-1142,2026-03-30,10,94.0,0.9,56.8,33.3,0.0,25,25,0,0
TEL-501709,AST-TRK-1143,2026-03-30,10,94.6,0.87,33.7,33.3,0.0,26,29,0,0
TEL-501710,AST-TRK-1144,2026-03-30,10,89.1,1.87,59.8,33.3,0.0,17,46,0,0
TEL-501711,AST-TRK-1145,2026-03-30,10,88.3,1.94,53.8,33.3,0.0,1,27,0,0
TEL-501712,AST-TRK-1146,2026-03-30,10,91.2,1.46,27.5,33.3,0.0,19,32,0,0
TEL-501713,AST-TRK-1147,2026-03-30,10,91.8,1.32,43.9,33.3,0.0,15,17,0,0
TEL-501714,AST-TRK-1148,2026-03-30,10,93.9,0.95,49.4,33.3,0.0,29,19,0,1
TEL-501715,AST-TRK-1149,2026-03-30,10,90.6,1.49,47.9,33.3,0.0,15,23,0,0
TEL-501716,AST-SIG-1150,2026-03-30,10,91.2,1.03,53.0,33.3,0.0,17,42,0,0
TEL-501717,AST-PNT-1151,2026-03-30,10,91.1,2.42,45.2,33.3,0.0,24,29,0,0
TEL-501718,AST-OHE-1152,2026-03-30,10,94.1,6.9,36.8,33.3,0.0,25,22,0,0
TEL-501719,AST-TRK-1153,2026-03-30,10,92.8,1.12,44.9,33.3,0.0,14,35,0,0
TEL-501720,AST-TRK-1154,2026-03-30,10,92.4,1.33,53.0,33.3,0.0,22,40,0,0
TEL-501721,AST-TRK-1155,2026-03-30,10,95.8,0.63,37.0,33.3,0.0,12,46,0,0
TEL-501722,AST-TRK-1156,2026-03-30,10,89.5,1.79,61.3,33.3,0.0,18,26,0,0
TEL-501723,AST-TRK-1157,2026-03-30,10,91.7,1.46,44.4,33.3,0.0,14,26,0,0
TEL-501724,AST-TRK-1158,2026-03-30,10,90.5,1.53,34.6,33.3,0.0,14,29,0,0
TEL-501725,AST-TRK-1159,2026-03-30,10,89.9,1.73,31.8,33.3,0.0,24,46,0,0
TEL-501726,AST-TRK-1160,2026-03-30,10,94.5,0.88,25.5,33.3,0.0,16,22,0,0
TEL-501727,AST-TRK-1161,2026-03-30,10,92.7,1.14,37.3,33.3,0.0,20,43,0,0
TEL-501728,AST-TRK-1162,2026-03-30,10,94.8,0.86,58.4,33.3,0.0,17,39,0,0
TEL-501729,AST-TRK-1163,2026-03-30,10,95.6,0.73,62.7,33.3,0.0,21,29,0,0
TEL-501730,AST-TRK-1164,2026-03-30,10,93.7,1.07,25.8,33.3,0.0,12,15,0,0
TEL-501731,AST-TRK-1165,2026-03-30,10,93.6,1.02,44.7,33.3,0.0,12,31,0,0
TEL-501732,AST-TRK-1166,2026-03-30,10,90.9,1.45,53.3,33.3,0.0,16,28,0,0
TEL-501733,AST-TRK-1167,2026-03-30,10,92.8,1.16,46.8,33.3,0.0,21,15,0,0
TEL-501734,AST-TRK-1168,2026-03-30,10,95.8,0.59,27.7,33.3,0.0,2,34,0,1
TEL-501735,AST-TRK-1169,2026-03-30,10,90.6,1.59,38.5,33.3,0.0,27,37,0,0
TEL-501736,AST-TRK-1170,2026-03-30,10,91.1,1.42,44.8,33.3,0.0,12,17,0,0
TEL-501737,AST-TRK-1171,2026-03-30,10,94.4,0.92,64.3,33.3,0.0,26,34,0,0
TEL-501738,AST-SIG-1172,2026-03-30,10,97.1,0.34,48.4,33.3,0.0,22,47,0,0
TEL-501739,AST-PNT-1173,2026-03-30,10,95.5,2.21,26.4,33.3,0.0,25,37,0,0
TEL-501740,AST-OHE-1174,2026-03-30,10,98.0,2.4,58.5,33.3,0.0,1,41,0,0
TEL-501741,AST-TRK-1001,2026-03-31,11,93.5,1.01,43.6,31.7,0.0,28,26,0,0
TEL-501742,AST-TRK-1002,2026-03-31,11,91.4,1.36,46.8,31.7,0.0,21,18,0,0
TEL-501743,AST-SIG-1003,2026-03-31,11,91.9,0.95,54.0,31.7,0.0,30,29,0,0
TEL-501744,AST-PNT-1004,2026-03-31,11,93.4,2.31,34.2,31.7,0.0,14,46,0,0
TEL-501745,AST-OHE-1005,2026-03-31,11,87.2,15.1,38.4,31.7,0.0,23,49,0,0
TEL-501746,AST-TRK-1006,2026-03-31,11,97.2,0.47,53.3,31.7,0.0,2,23,0,0
TEL-501747,AST-TRK-1007,2026-03-31,11,94.9,0.79,53.9,31.7,0.0,13,44,0,0
TEL-501748,AST-SIG-1008,2026-03-31,11,97.1,0.34,30.6,31.7,0.0,23,41,0,0
TEL-501749,AST-PNT-1009,2026-03-31,11,91.3,2.41,36.8,31.7,0.0,21,38,0,0
TEL-501750,AST-OHE-1010,2026-03-31,11,97.9,2.5,48.6,31.7,0.0,20,48,0,0
TEL-501751,AST-TRK-1011,2026-03-31,11,94.9,0.75,52.0,31.7,0.0,23,19,0,0
TEL-501752,AST-TRK-1012,2026-03-31,11,91.4,1.45,48.0,31.7,0.0,18,17,0,0
TEL-501753,AST-SIG-1013,2026-03-31,11,91.9,0.95,58.7,31.7,0.0,21,28,0,0
TEL-501754,AST-PNT-1014,2026-03-31,11,89.2,2.51,55.9,31.7,0.0,20,30,0,0
TEL-501755,AST-OHE-1015,2026-03-31,11,89.5,12.4,31.0,31.7,0.0,17,20,0,0
TEL-501756,AST-TRK-1016,2026-03-31,11,96.7,0.42,47.1,31.7,0.0,24,48,0,1
TEL-501757,AST-TRK-1017,2026-03-31,11,90.2,1.68,26.0,31.7,0.0,13,51,0,0
TEL-501758,AST-SIG-1018,2026-03-31,11,95.3,0.55,62.7,31.7,0.0,5,42,0,0
TEL-501759,AST-PNT-1019,2026-03-31,11,95.8,2.2,40.4,31.7,0.0,14,46,0,1
TEL-501760,AST-OHE-1020,2026-03-31,11,97.2,3.3,29.4,31.7,0.0,14,24,0,0
TEL-501761,AST-TRK-1021,2026-03-31,11,95.4,0.73,51.5,31.7,0.0,14,20,0,0
TEL-501762,AST-SIG-1022,2026-03-31,11,98.0,0.24,51.7,31.7,0.0,3,29,0,0
TEL-501763,AST-PNT-1023,2026-03-31,11,91.9,2.38,61.1,31.7,0.0,31,47,0,0
TEL-501764,AST-OHE-1024,2026-03-31,11,94.0,7.0,29.8,31.7,0.0,13,36,0,0
TEL-501765,AST-TRK-1025,2026-03-31,11,95.5,0.71,61.0,31.7,0.0,6,33,0,0
TEL-501766,AST-SIG-1026,2026-03-31,11,91.8,0.97,35.8,31.7,0.0,21,30,0,0
TEL-501767,AST-PNT-1027,2026-03-31,11,93.6,2.3,29.1,31.7,0.0,25,31,0,0
TEL-501768,AST-OHE-1028,2026-03-31,11,89.4,12.5,31.9,31.7,0.0,13,17,0,0
TEL-501769,AST-TRK-1029,2026-03-31,11,90.6,1.62,26.2,31.7,0.0,26,44,0,0
TEL-501770,AST-TRK-1030,2026-03-31,11,88.5,1.86,63.3,31.7,0.0,22,27,0,0
TEL-501771,AST-TRK-1031,2026-03-31,11,90.5,1.52,48.4,31.7,0.0,26,43,0,0
TEL-501772,AST-TRK-1032,2026-03-31,11,92.5,1.3,33.7,31.7,0.0,31,40,0,0
TEL-501773,AST-TRK-1033,2026-03-31,11,94.8,0.74,25.4,31.7,0.0,20,30,0,0
TEL-501774,AST-TRK-1034,2026-03-31,11,90.9,1.6,42.8,31.7,0.0,16,27,0,0
TEL-501775,AST-TRK-1035,2026-03-31,11,94.9,0.84,51.2,31.7,0.0,2,44,0,0
TEL-501776,AST-TRK-1036,2026-03-31,11,90.2,1.71,37.9,31.7,0.0,15,39,0,0
TEL-501777,AST-TRK-1037,2026-03-31,11,93.2,1.15,28.5,31.7,0.0,17,49,0,0
TEL-501778,AST-TRK-1038,2026-03-31,11,94.2,0.94,33.6,31.7,0.0,23,44,0,1
TEL-501779,AST-SIG-1039,2026-03-31,11,96.3,0.44,57.1,31.7,0.0,14,38,0,0
TEL-501780,AST-PNT-1040,2026-03-31,11,92.4,2.36,46.7,31.7,0.0,21,43,0,0
TEL-501781,AST-OHE-1041,2026-03-31,11,98.0,2.4,39.4,31.7,0.0,25,36,0,0
TEL-501782,AST-TRK-1042,2026-03-31,11,93.2,1.07,35.5,31.7,0.0,3,51,0,0
TEL-501783,AST-TRK-1043,2026-03-31,11,89.8,1.69,62.7,31.7,0.0,22,27,0,0
TEL-501784,AST-TRK-1044,2026-03-31,11,92.6,1.18,54.0,31.7,0.0,25,31,0,0
TEL-501785,AST-TRK-1045,2026-03-31,11,90.8,1.52,39.1,31.7,0.0,2,33,0,0
TEL-501786,AST-TRK-1046,2026-03-31,11,97.4,0.34,38.6,31.7,0.0,1,37,0,0
TEL-501787,AST-TRK-1047,2026-03-31,11,95.2,0.73,61.9,31.7,0.0,24,47,0,0
TEL-501788,AST-TRK-1048,2026-03-31,11,90.3,1.55,33.0,31.7,0.0,0,41,0,0
TEL-501789,AST-TRK-1049,2026-03-31,11,89.1,1.79,25.5,31.7,0.0,3,25,0,0
TEL-501790,AST-TRK-1050,2026-03-31,11,96.5,0.51,51.3,31.7,0.0,16,19,0,0
TEL-501791,AST-TRK-1051,2026-03-31,11,92.0,1.25,26.0,31.7,0.0,25,51,0,0
TEL-501792,AST-SIG-1052,2026-03-31,11,95.8,0.5,46.0,31.7,0.0,17,46,0,0
TEL-501793,AST-PNT-1053,2026-03-31,11,88.7,2.53,43.6,31.7,0.0,23,27,0,0
TEL-501794,AST-OHE-1054,2026-03-31,11,94.5,6.5,59.3,31.7,0.0,16,44,0,0
TEL-501795,AST-TRK-1055,2026-03-31,11,95.8,0.67,56.6,31.7,0.0,14,32,0,0
TEL-501796,AST-TRK-1056,2026-03-31,11,90.1,1.59,56.8,31.7,0.0,24,47,0,0
TEL-501797,AST-TRK-1057,2026-03-31,11,90.4,1.6,60.8,31.7,0.0,20,33,0,1
TEL-501798,AST-TRK-1058,2026-03-31,11,90.9,1.43,33.9,31.7,0.0,14,41,0,0
TEL-501799,AST-TRK-1059,2026-03-31,11,94.5,0.86,42.6,31.7,0.0,15,25,0,0
TEL-501800,AST-TRK-1060,2026-03-31,11,93.6,1.05,64.3,31.7,0.0,19,44,0,0
TEL-501801,AST-TRK-1061,2026-03-31,11,94.7,0.84,47.7,31.7,0.0,21,37,0,0
TEL-501802,AST-SIG-1062,2026-03-31,11,91.2,1.04,25.1,31.7,0.0,14,17,0,0
TEL-501803,AST-PNT-1063,2026-03-31,11,93.4,2.31,41.9,31.7,0.0,25,26,0,0
TEL-501804,AST-OHE-1064,2026-03-31,11,96.6,4.0,51.3,31.7,0.0,17,27,0,0
TEL-501805,AST-TRK-1065,2026-03-31,11,91.0,1.5,35.5,31.7,0.0,18,29,0,0
TEL-501806,AST-TRK-1066,2026-03-31,11,92.0,1.41,49.4,31.7,0.0,18,48,0,0
TEL-501807,AST-TRK-1067,2026-03-31,11,96.1,0.62,60.8,31.7,0.0,16,42,0,0
TEL-501808,AST-TRK-1068,2026-03-31,11,90.2,1.67,36.9,31.7,0.0,24,38,0,0
TEL-501809,AST-TRK-1069,2026-03-31,11,96.1,0.59,60.1,31.7,0.0,29,39,0,0
TEL-501810,AST-TRK-1070,2026-03-31,11,92.7,1.12,32.8,31.7,0.0,27,21,0,0
TEL-501811,AST-TRK-1071,2026-03-31,11,88.4,1.91,51.9,31.7,0.0,3,33,0,0
TEL-501812,AST-SIG-1072,2026-03-31,11,97.3,0.32,28.2,31.7,0.0,21,41,0,0
TEL-501813,AST-PNT-1073,2026-03-31,11,92.4,2.36,60.6,31.7,0.0,29,29,0,0
TEL-501814,AST-OHE-1074,2026-03-31,11,87.6,14.6,48.8,31.7,0.0,13,24,0,0
TEL-501815,AST-TRK-1075,2026-03-31,11,89.3,1.83,51.2,31.7,0.0,16,47,0,0
TEL-501816,AST-TRK-1076,2026-03-31,11,96.7,0.54,53.9,31.7,0.0,20,22,0,0
TEL-501817,AST-TRK-1077,2026-03-31,11,89.9,1.69,57.7,31.7,0.0,1,40,0,0
TEL-501818,AST-TRK-1078,2026-03-31,11,91.9,1.42,37.7,31.7,0.0,26,16,0,0
TEL-501819,AST-TRK-1079,2026-03-31,11,95.9,0.61,30.6,31.7,0.0,15,22,0,0
TEL-501820,AST-TRK-1080,2026-03-31,11,90.9,1.48,60.9,31.7,0.0,22,34,0,0
TEL-501821,AST-TRK-1081,2026-03-31,11,88.3,1.9,48.9,31.7,0.0,25,39,0,0
TEL-501822,AST-TRK-1082,2026-03-31,11,92.2,1.24,56.6,31.7,0.0,21,46,0,0
TEL-501823,AST-TRK-1083,2026-03-31,11,92.9,1.25,38.9,31.7,0.0,26,25,0,0
TEL-501824,AST-SIG-1084,2026-03-31,11,99.1,0.11,55.1,31.7,0.0,14,20,0,0
TEL-501825,AST-PNT-1085,2026-03-31,11,94.1,2.28,41.1,31.7,0.0,14,48,0,0
TEL-501826,AST-OHE-1086,2026-03-31,11,90.5,11.2,58.6,31.7,0.0,0,37,0,0
TEL-501827,AST-TRK-1087,2026-03-31,11,96.0,0.56,27.2,31.7,0.0,14,39,0,1
TEL-501828,AST-TRK-1088,2026-03-31,11,89.1,1.91,32.7,31.7,0.0,15,36,0,0
TEL-501829,AST-TRK-1089,2026-03-31,11,91.6,1.38,53.9,31.7,0.0,26,30,0,0
TEL-501830,AST-TRK-1090,2026-03-31,11,89.3,1.8,28.4,31.7,0.0,1,31,0,0
TEL-501831,AST-TRK-1091,2026-03-31,11,95.0,0.87,47.6,31.7,0.0,29,44,0,0
TEL-501832,AST-TRK-1092,2026-03-31,11,94.6,0.82,60.6,31.7,0.0,14,35,0,0
TEL-501833,AST-TRK-1093,2026-03-31,11,96.4,0.63,30.5,31.7,0.0,19,21,0,0
TEL-501834,AST-TRK-1094,2026-03-31,11,93.2,1.13,52.3,31.7,0.0,16,42,0,0
TEL-501835,AST-TRK-1095,2026-03-31,11,92.9,1.15,40.6,31.7,0.0,21,50,0,0
TEL-501836,AST-SIG-1096,2026-03-31,11,93.2,0.8,28.0,31.7,0.0,17,31,0,0
TEL-501837,AST-PNT-1097,2026-03-31,11,91.1,2.42,34.6,31.7,0.0,20,44,0,0
TEL-501838,AST-OHE-1098,2026-03-31,11,92.2,9.2,39.0,31.7,0.0,26,49,0,0
TEL-501839,AST-TRK-1099,2026-03-31,11,91.1,1.4,57.5,31.7,0.0,17,31,0,0
TEL-501840,AST-TRK-1100,2026-03-31,11,96.3,0.54,63.3,31.7,0.0,22,35,0,0
TEL-501841,AST-TRK-1101,2026-03-31,11,96.6,0.59,26.9,31.7,0.0,19,30,0,0
TEL-501842,AST-TRK-1102,2026-03-31,11,95.2,0.78,62.2,31.7,0.0,25,24,0,0
TEL-501843,AST-TRK-1103,2026-03-31,11,97.3,0.39,40.5,31.7,0.0,2,17,0,0
TEL-501844,AST-TRK-1104,2026-03-31,11,95.5,0.72,55.0,31.7,0.0,20,16,0,0
TEL-501845,AST-TRK-1105,2026-03-31,11,93.8,0.98,30.9,31.7,0.0,14,42,0,0
TEL-501846,AST-TRK-1106,2026-03-31,11,93.5,1.12,63.9,31.7,0.0,27,41,0,0
TEL-501847,AST-TRK-1107,2026-03-31,11,97.0,0.44,31.2,31.7,0.0,25,25,0,0
TEL-501848,AST-TRK-1108,2026-03-31,11,93.2,1.14,30.3,31.7,0.0,24,22,0,0
TEL-501849,AST-TRK-1109,2026-03-31,11,89.0,1.87,42.7,31.7,0.0,0,40,0,0
TEL-501850,AST-TRK-1110,2026-03-31,11,88.5,1.87,47.9,31.7,0.0,21,42,0,0
TEL-501851,AST-TRK-1111,2026-03-31,11,95.5,0.64,37.6,31.7,0.0,25,35,0,0
TEL-501852,AST-SIG-1112,2026-03-31,11,91.2,1.03,38.2,31.7,0.0,2,24,0,0
TEL-501853,AST-PNT-1113,2026-03-31,11,90.9,2.43,37.4,31.7,0.0,28,27,0,0
TEL-501854,AST-OHE-1114,2026-03-31,11,88.8,13.2,47.3,31.7,0.0,17,28,0,0
TEL-501855,AST-TRK-1115,2026-03-31,11,96.1,0.61,52.0,31.7,0.0,1,32,0,0
TEL-501856,AST-TRK-1116,2026-03-31,11,96.8,0.47,51.9,31.7,0.0,27,49,0,0
TEL-501857,AST-TRK-1117,2026-03-31,11,92.4,1.21,25.0,31.7,0.0,21,51,0,0
TEL-501858,AST-TRK-1118,2026-03-31,11,89.6,1.75,48.8,31.7,0.0,16,44,0,0
TEL-501859,AST-TRK-1119,2026-03-31,11,95.4,0.7,33.0,31.7,0.0,13,25,0,0
TEL-501860,AST-TRK-1120,2026-03-31,11,89.0,1.94,57.5,31.7,0.0,6,30,0,0
TEL-501861,AST-TRK-1121,2026-03-31,11,90.1,1.7,62.8,31.7,0.0,0,36,0,0
TEL-501862,AST-TRK-1122,2026-03-31,11,91.1,1.46,41.9,31.7,0.0,2,28,0,0
TEL-501863,AST-TRK-1123,2026-03-31,11,96.5,0.54,60.2,31.7,0.0,19,20,0,0
TEL-501864,AST-TRK-1124,2026-03-31,11,93.4,1.08,41.9,31.7,0.0,18,21,0,0
TEL-501865,AST-TRK-1125,2026-03-31,11,97.8,0.35,34.3,31.7,0.0,25,41,0,0
TEL-501866,AST-TRK-1126,2026-03-31,11,93.8,0.94,47.6,31.7,0.0,25,17,0,0
TEL-501867,AST-TRK-1127,2026-03-31,11,95.4,0.8,33.0,31.7,0.0,23,26,0,0
TEL-501868,AST-SIG-1128,2026-03-31,11,95.6,0.52,27.2,31.7,0.0,27,32,0,0
TEL-501869,AST-PNT-1129,2026-03-31,11,93.4,2.31,26.1,31.7,0.0,24,47,0,0
TEL-501870,AST-OHE-1130,2026-03-31,11,96.8,3.8,41.8,31.7,0.0,30,17,0,0
TEL-501871,AST-TRK-1131,2026-03-31,11,94.2,0.91,45.1,31.7,0.0,19,16,0,0
TEL-501872,AST-TRK-1132,2026-03-31,11,91.7,1.41,54.1,31.7,0.0,22,45,0,0
TEL-501873,AST-TRK-1133,2026-03-31,11,91.4,1.37,60.5,31.7,0.0,18,33,0,1
TEL-501874,AST-TRK-1134,2026-03-31,11,88.4,1.87,25.7,31.7,0.0,24,41,0,0
TEL-501875,AST-TRK-1135,2026-03-31,11,93.2,1.18,57.5,31.7,0.0,16,29,0,0
TEL-501876,AST-TRK-1136,2026-03-31,11,94.9,0.83,40.4,31.7,0.0,3,42,0,0
TEL-501877,AST-TRK-1137,2026-03-31,11,94.8,0.89,64.0,31.7,0.0,1,29,0,0
TEL-501878,AST-TRK-1138,2026-03-31,11,89.3,1.72,53.5,31.7,0.0,15,30,0,0
TEL-501879,AST-TRK-1139,2026-03-31,11,90.7,1.46,26.4,31.7,0.0,25,19,0,0
TEL-501880,AST-TRK-1140,2026-03-31,11,95.5,0.67,49.6,31.7,0.0,27,41,0,0
TEL-501881,AST-TRK-1141,2026-03-31,11,89.3,1.86,27.2,31.7,0.0,26,32,0,0
TEL-501882,AST-TRK-1142,2026-03-31,11,94.6,0.91,28.1,31.7,0.0,26,26,0,0
TEL-501883,AST-TRK-1143,2026-03-31,11,94.3,0.88,62.7,31.7,0.0,27,30,0,0
TEL-501884,AST-TRK-1144,2026-03-31,11,88.6,1.88,33.3,31.7,0.0,18,47,0,0
TEL-501885,AST-TRK-1145,2026-03-31,11,88.2,1.95,45.4,31.7,0.0,2,28,0,0
TEL-501886,AST-TRK-1146,2026-03-31,11,90.8,1.47,28.6,31.7,0.0,20,33,0,0
TEL-501887,AST-TRK-1147,2026-03-31,11,92.4,1.34,39.2,31.7,0.0,16,18,0,0
TEL-501888,AST-TRK-1148,2026-03-31,11,93.8,0.96,30.1,31.7,0.0,0,20,0,1
TEL-501889,AST-TRK-1149,2026-03-31,11,91.0,1.5,55.8,31.7,0.0,16,24,0,0
TEL-501890,AST-SIG-1150,2026-03-31,11,91.2,1.03,35.2,31.7,0.0,18,43,0,0
TEL-501891,AST-PNT-1151,2026-03-31,11,90.9,2.43,63.6,31.7,0.0,25,30,0,0
TEL-501892,AST-OHE-1152,2026-03-31,11,94.0,7.0,50.9,31.7,0.0,26,23,0,0
TEL-501893,AST-TRK-1153,2026-03-31,11,93.3,1.14,40.1,31.7,0.0,15,36,0,0
TEL-501894,AST-TRK-1154,2026-03-31,11,91.8,1.35,43.4,31.7,0.0,23,41,0,0
TEL-501895,AST-TRK-1155,2026-03-31,11,95.6,0.65,48.6,31.7,0.0,13,47,0,0
TEL-501896,AST-TRK-1156,2026-03-31,11,89.2,1.8,47.3,31.7,0.0,19,27,0,0
TEL-501897,AST-TRK-1157,2026-03-31,11,91.0,1.47,32.5,31.7,0.0,15,27,0,0
TEL-501898,AST-TRK-1158,2026-03-31,11,90.9,1.54,30.2,31.7,0.0,15,30,0,0
TEL-501899,AST-TRK-1159,2026-03-31,11,89.4,1.75,33.2,31.7,0.0,25,47,0,0
TEL-501900,AST-TRK-1160,2026-03-31,11,94.6,0.9,31.7,31.7,0.0,17,23,0,0
TEL-501901,AST-TRK-1161,2026-03-31,11,93.0,1.16,60.7,31.7,0.0,21,44,0,0
TEL-501902,AST-TRK-1162,2026-03-31,11,94.8,0.88,33.2,31.7,0.0,18,40,0,0
TEL-501903,AST-TRK-1163,2026-03-31,11,94.9,0.76,48.9,31.7,0.0,22,30,0,0
TEL-501904,AST-TRK-1164,2026-03-31,11,93.5,1.07,36.6,31.7,0.0,13,16,0,0
TEL-501905,AST-TRK-1165,2026-03-31,11,93.5,1.04,56.2,31.7,0.0,13,32,0,0
TEL-501906,AST-TRK-1166,2026-03-31,11,91.3,1.46,39.6,31.7,0.0,17,29,0,0
TEL-501907,AST-TRK-1167,2026-03-31,11,92.7,1.17,61.8,31.7,0.0,22,16,0,0
TEL-501908,AST-TRK-1168,2026-03-31,11,95.9,0.59,27.5,31.7,0.0,3,35,0,1
TEL-501909,AST-TRK-1169,2026-03-31,11,90.0,1.6,43.1,31.7,0.0,28,38,0,0
TEL-501910,AST-TRK-1170,2026-03-31,11,91.6,1.44,53.6,31.7,0.0,13,18,0,0
TEL-501911,AST-TRK-1171,2026-03-31,11,94.3,0.93,42.5,31.7,0.0,27,35,0,0
TEL-501912,AST-SIG-1172,2026-03-31,11,97.1,0.34,37.6,31.7,0.0,23,48,0,0
TEL-501913,AST-PNT-1173,2026-03-31,11,95.3,2.22,55.8,31.7,0.0,26,38,0,0
TEL-501914,AST-OHE-1174,2026-03-31,11,97.9,2.5,55.1,31.7,0.0,2,42,0,0
TEL-501915,AST-TRK-1001,2026-04-01,12,93.6,1.02,51.3,34.6,0.0,29,27,0,0
TEL-501916,AST-TRK-1002,2026-04-01,12,91.5,1.38,50.6,34.6,0.0,22,19,0,0
TEL-501917,AST-SIG-1003,2026-04-01,12,91.9,0.95,48.1,34.6,0.0,31,30,0,0
TEL-501918,AST-PNT-1004,2026-04-01,12,93.2,2.32,30.1,34.6,0.0,15,47,0,0
TEL-501919,AST-OHE-1005,2026-04-01,12,87.1,15.2,38.0,34.6,0.0,24,50,0,0
TEL-501920,AST-TRK-1006,2026-04-01,12,96.5,0.48,56.0,34.6,0.0,3,24,0,0
TEL-501921,AST-TRK-1007,2026-04-01,12,95.3,0.81,57.2,34.6,0.0,14,45,0,0
TEL-501922,AST-SIG-1008,2026-04-01,12,97.1,0.34,40.5,34.6,0.0,24,42,0,0
TEL-501923,AST-PNT-1009,2026-04-01,12,91.1,2.42,46.3,34.6,0.0,22,39,0,0
TEL-501924,AST-OHE-1010,2026-04-01,12,97.8,2.6,32.4,34.6,0.0,21,49,0,0
TEL-501925,AST-TRK-1011,2026-04-01,12,94.8,0.76,39.1,34.6,0.0,24,20,0,0
TEL-501926,AST-TRK-1012,2026-04-01,12,90.9,1.47,30.2,34.6,0.0,19,18,0,0
TEL-501927,AST-SIG-1013,2026-04-01,12,91.9,0.95,28.4,34.6,0.0,22,29,0,0
TEL-501928,AST-PNT-1014,2026-04-01,12,89.0,2.52,64.5,34.6,0.0,21,31,0,0
TEL-501929,AST-OHE-1015,2026-04-01,12,89.4,12.5,44.6,34.6,0.0,18,21,0,0
TEL-501930,AST-TRK-1016,2026-04-01,12,96.7,0.43,48.8,34.6,0.0,0,49,0,1
TEL-501931,AST-TRK-1017,2026-04-01,12,89.7,1.69,52.5,34.6,0.0,14,52,0,0
TEL-501932,AST-SIG-1018,2026-04-01,12,95.2,0.56,55.0,34.6,0.0,6,43,0,0
TEL-501933,AST-PNT-1019,2026-04-01,12,95.5,2.21,59.4,34.6,0.0,15,47,0,1
TEL-501934,AST-OHE-1020,2026-04-01,12,97.1,3.4,62.3,34.6,0.0,15,25,0,0
TEL-501935,AST-TRK-1021,2026-04-01,12,95.1,0.74,34.3,34.6,0.0,15,21,0,0
TEL-501936,AST-SIG-1022,2026-04-01,12,98.0,0.24,45.1,34.6,0.0,4,30,0,0
TEL-501937,AST-PNT-1023,2026-04-01,12,91.7,2.39,30.3,34.6,0.0,0,48,0,0
TEL-501938,AST-OHE-1024,2026-04-01,12,94.0,7.1,50.1,34.6,0.0,14,37,0,0
TEL-501939,AST-TRK-1025,2026-04-01,12,95.6,0.74,63.7,34.6,0.0,7,34,0,0
TEL-501940,AST-SIG-1026,2026-04-01,12,91.8,0.97,28.8,34.6,0.0,22,31,0,0
TEL-501941,AST-PNT-1027,2026-04-01,12,93.4,2.31,37.6,34.6,0.0,0,32,0,0
TEL-501942,AST-OHE-1028,2026-04-01,12,89.2,12.7,62.6,34.6,0.0,14,18,0,0
TEL-501943,AST-TRK-1029,2026-04-01,12,90.0,1.63,26.4,34.6,0.0,27,45,0,0
TEL-501944,AST-TRK-1030,2026-04-01,12,88.7,1.87,25.5,34.6,0.0,23,28,0,0
TEL-501945,AST-TRK-1031,2026-04-01,12,91.2,1.54,40.2,34.6,0.0,0,44,0,0
TEL-501946,AST-TRK-1032,2026-04-01,12,92.4,1.31,30.8,34.6,0.0,0,41,0,0
TEL-501947,AST-TRK-1033,2026-04-01,12,94.9,0.77,42.9,34.6,0.0,21,31,0,0
TEL-501948,AST-TRK-1034,2026-04-01,12,90.2,1.63,51.4,34.6,0.0,17,28,0,0
TEL-501949,AST-TRK-1035,2026-04-01,12,94.5,0.86,29.9,34.6,0.0,3,45,0,0
TEL-501950,AST-TRK-1036,2026-04-01,12,89.4,1.74,60.9,34.6,0.0,16,40,0,0
TEL-501951,AST-TRK-1037,2026-04-01,12,92.8,1.17,45.8,34.6,0.0,18,50,0,0
TEL-501952,AST-TRK-1038,2026-04-01,12,94.2,0.96,52.0,34.6,0.0,24,45,0,1
