inspection_id,asset_id,date,day_index,inspection_type,measured_health,detected_flaws
INSP-600312,AST-TRK-1092,2026-05-13,54,USFD_ULTRASONIC,94.0,0
INSP-600313,AST-TRK-1100,2026-05-13,54,USFD_ULTRASONIC,94.3,0
INSP-600314,AST-TRK-1116,2026-05-13,54,USFD_ULTRASONIC,92.0,0
INSP-600315,AST-TRK-1118,2026-05-13,54,USFD_ULTRASONIC,93.8,0
INSP-600316,AST-TRK-1135,2026-05-13,54,USFD_ULTRASONIC,93.7,0
INSP-600317,AST-TRK-1146,2026-05-13,54,USFD_ULTRASONIC,92.0,0
INSP-600318,AST-TRK-1167,2026-05-13,54,USFD_ULTRASONIC,90.2,0
INSP-600319,AST-OHE-1015,2026-05-14,55,TOWER_WAGON,90.7,0
INSP-600320,AST-OHE-1114,2026-05-14,55,TOWER_WAGON,92.4,0
INSP-600321,AST-TRK-1153,2026-05-14,55,USFD_ULTRASONIC,92.9,0
INSP-600322,AST-TRK-1157,2026-05-14,55,USFD_ULTRASONIC,94.6,0
INSP-600323,AST-TRK-1119,2026-05-15,56,USFD_ULTRASONIC,95.0,0
INSP-600324,AST-TRK-1124,2026-05-15,56,USFD_ULTRASONIC,95.7,0
INSP-600325,AST-TRK-1144,2026-05-15,56,USFD_ULTRASONIC,89.7,0
INSP-600326,AST-OHE-1024,2026-05-16,57,TOWER_WAGON,94.7,0
INSP-600327,AST-SIG-1039,2026-05-16,57,POINT_GEAR_TEST,92.7,0
INSP-600328,AST-TRK-1065,2026-05-16,57,USFD_ULTRASONIC,94.0,0
INSP-600329,AST-TRK-1165,2026-05-16,57,USFD_ULTRASONIC,94.7,0
INSP-600330,AST-OHE-1010,2026-05-17,58,TOWER_WAGON,91.9,0
INSP-600331,AST-OHE-1028,2026-05-17,58,TOWER_WAGON,91.7,0
INSP-600332,AST-OHE-1054,2026-05-17,58,TOWER_WAGON,93.5,0
INSP-600333,AST-TRK-1166,2026-05-17,58,USFD_ULTRASONIC,91.9,0
INSP-600334,AST-PNT-1019,2026-05-18,59,POINT_GEAR_TEST,93.9,0
INSP-600335,AST-TRK-1079,2026-05-18,59,USFD_ULTRASONIC,93.9,0
INSP-600336,AST-PNT-1085,2026-05-18,59,POINT_GEAR_TEST,92.1,0
INSP-600337,AST-TRK-1094,2026-05-18,59,USFD_ULTRASONIC,93.6,0
INSP-600338,AST-TRK-1105,2026-05-18,59,USFD_ULTRASONIC,95.0,0
INSP-600339,AST-TRK-1123,2026-05-18,59,USFD_ULTRASONIC,96.8,0
INSP-600340,AST-TRK-1158,2026-05-18,59,USFD_ULTRASONIC,93.4,0
INSP-600341,AST-PNT-1014,2026-05-19,60,POINT_GEAR_TEST,94.9,0
INSP-600342,AST-TRK-1017,2026-05-19,60,USFD_ULTRASONIC,90.1,0
INSP-600343,AST-TRK-1088,2026-05-19,60,USFD_ULTRASONIC,92.4,0
INSP-600344,AST-TRK-1093,2026-05-19,60,USFD_ULTRASONIC,94.7,0
INSP-600345,AST-TRK-1115,2026-05-20,61,USFD_ULTRASONIC,94.0,0
INSP-600346,AST-TRK-1120,2026-05-20,61,USFD_ULTRASONIC,94.3,0
INSP-600347,AST-SIG-1150,2026-05-20,61,POINT_GEAR_TEST,89.9,0
INSP-600348,AST-TRK-1170,2026-05-20,61,USFD_ULTRASONIC,92.5,0
INSP-600349,AST-OHE-1064,2026-05-21,62,TOWER_WAGON,93.7,0
INSP-600350,AST-TRK-1045,2026-05-22,63,USFD_ULTRASONIC,92.4,0
INSP-600351,AST-OHE-1020,2026-05-23,64,TOWER_WAGON,93.1,0
INSP-600352,AST-TRK-1071,2026-05-23,64,USFD_ULTRASONIC,91.9,0
INSP-600353,AST-TRK-1077,2026-05-23,64,USFD_ULTRASONIC,91.1,0
INSP-600354,AST-TRK-1145,2026-05-24,65,USFD_ULTRASONIC,90.4,0
INSP-600355,AST-TRK-1148,2026-05-24,65,USFD_ULTRASONIC,95.9,0
INSP-600356,AST-TRK-1049,2026-05-25,66,USFD_ULTRASONIC,93.4,0
INSP-600357,AST-PNT-1073,2026-05-25,66,POINT_GEAR_TEST,92.9,0
INSP-600358,AST-OHE-1086,2026-05-25,66,TOWER_WAGON,89.9,0
INSP-600359,AST-OHE-1152,2026-05-25,66,TOWER_WAGON,95.2,0
INSP-600360,AST-TRK-1006,2026-05-26,67,USFD_ULTRASONIC,93.9,0
INSP-600361,AST-TRK-1025,2026-05-26,67,USFD_ULTRASONIC,91.6,0
INSP-600362,AST-TRK-1035,2026-05-26,67,USFD_ULTRASONIC,93.0,0
INSP-600363,AST-OHE-1174,2026-05-26,67,TOWER_WAGON,94.6,0
INSP-600364,AST-TRK-1032,2026-05-27,68,USFD_ULTRASONIC,91.1,0
INSP-600365,AST-TRK-1117,2026-05-27,68,USFD_ULTRASONIC,90.2,0
INSP-600366,AST-TRK-1136,2026-05-27,68,USFD_ULTRASONIC,91.9,0
INSP-600367,AST-TRK-1168,2026-05-27,68,USFD_ULTRASONIC,94.6,0
INSP-600368,AST-SIG-1018,2026-05-28,69,POINT_GEAR_TEST,92.0,0
INSP-600369,AST-TRK-1047,2026-05-28,69,USFD_ULTRASONIC,91.7,0
INSP-600370,AST-TRK-1103,2026-05-28,69,USFD_ULTRASONIC,95.2,0
INSP-600371,AST-TRK-1109,2026-05-28,69,USFD_ULTRASONIC,91.9,0
INSP-600372,AST-TRK-1121,2026-05-28,69,USFD_ULTRASONIC,91.4,0
INSP-600373,AST-TRK-1169,2026-05-28,69,USFD_ULTRASONIC,93.6,0
INSP-600374,AST-SIG-1022,2026-05-29,70,POINT_GEAR_TEST,97.0,0
INSP-600375,AST-TRK-1104,2026-05-29,70,USFD_ULTRASONIC,95.5,0
INSP-600376,AST-TRK-1106,2026-05-29,70,USFD_ULTRASONIC,91.3,0
INSP-600377,AST-TRK-1107,2026-05-29,70,USFD_ULTRASONIC,94.0,0
INSP-600378,AST-TRK-1111,2026-05-29,70,USFD_ULTRASONIC,94.0,0
INSP-600379,AST-TRK-1137,2026-05-29,70,USFD_ULTRASONIC,94.7,0
INSP-600380,AST-TRK-1141,2026-05-29,70,USFD_ULTRASONIC,92.1,0
INSP-600381,AST-SIG-1008,2026-05-30,71,POINT_GEAR_TEST,96.0,0
INSP-600382,AST-PNT-1023,2026-05-30,71,POINT_GEAR_TEST,89.0,0
INSP-600383,AST-TRK-1029,2026-05-30,71,USFD_ULTRASONIC,90.7,0
INSP-600384,AST-TRK-1042,2026-05-30,71,USFD_ULTRASONIC,90.3,0
INSP-600385,AST-TRK-1090,2026-05-30,71,USFD_ULTRASONIC,92.7,0
INSP-600386,AST-TRK-1101,2026-05-30,71,USFD_ULTRASONIC,95.4,0
INSP-600387,AST-PNT-1113,2026-05-30,71,POINT_GEAR_TEST,92.0,0
INSP-600388,AST-TRK-1122,2026-05-30,71,USFD_ULTRASONIC,91.3,0
INSP-600389,AST-TRK-1140,2026-05-30,71,USFD_ULTRASONIC,93.9,0
INSP-600390,AST-TRK-1075,2026-05-31,72,USFD_ULTRASONIC,89.1,0
INSP-600391,AST-TRK-1102,2026-05-31,72,USFD_ULTRASONIC,93.4,0
INSP-600392,AST-PNT-1151,2026-05-31,72,POINT_GEAR_TEST,94.8,0
INSP-600393,AST-TRK-1048,2026-06-01,73,USFD_ULTRASONIC,92.9,0
INSP-600394,AST-TRK-1051,2026-06-01,73,USFD_ULTRASONIC,88.7,0
INSP-600395,AST-TRK-1061,2026-06-01,73,USFD_ULTRASONIC,94.0,0
INSP-600396,AST-SIG-1072,2026-06-01,73,POINT_GEAR_TEST,95.1,0
INSP-600397,AST-SIG-1112,2026-06-01,73,POINT_GEAR_TEST,89.5,0
INSP-600398,AST-TRK-1127,2026-06-01,73,USFD_ULTRASONIC,95.0,0
INSP-600399,AST-SIG-1128,2026-06-01,73,POINT_GEAR_TEST,95.5,0
INSP-600400,AST-TRK-1134,2026-06-01,73,USFD_ULTRASONIC,89.7,0
INSP-600401,AST-TRK-1139,2026-06-01,73,USFD_ULTRASONIC,90.4,0
INSP-600402,AST-TRK-1142,2026-06-01,73,USFD_ULTRASONIC,93.9,0
INSP-600403,AST-TRK-1001,2026-06-02,74,USFD_ULTRASONIC,92.6,0
INSP-600404,AST-TRK-1016,2026-06-02,74,USFD_ULTRASONIC,90.8,0
INSP-600405,AST-SIG-1026,2026-06-02,74,POINT_GEAR_TEST,89.5,0
INSP-600406,AST-TRK-1069,2026-06-02,74,USFD_ULTRASONIC,93.1,0
INSP-600407,AST-OHE-1098,2026-06-02,74,TOWER_WAGON,88.9,0
INSP-600408,AST-TRK-1108,2026-06-02,74,USFD_ULTRASONIC,91.0,0
INSP-600409,AST-TRK-1126,2026-06-02,74,USFD_ULTRASONIC,95.8,0
INSP-600410,AST-OHE-1130,2026-06-02,74,TOWER_WAGON,93.6,0
INSP-600411,AST-TRK-1002,2026-06-03,75,USFD_ULTRASONIC,92.1,0
INSP-600412,AST-TRK-1038,2026-06-03,75,USFD_ULTRASONIC,91.3,0
INSP-600413,AST-TRK-1043,2026-06-03,75,USFD_ULTRASONIC,90.9,0
INSP-600414,AST-TRK-1067,2026-06-03,75,USFD_ULTRASONIC,93.4,0
INSP-600415,AST-TRK-1078,2026-06-03,75,USFD_ULTRASONIC,92.5,0
INSP-600416,AST-TRK-1081,2026-06-03,75,USFD_ULTRASONIC,90.3,0
INSP-600417,AST-PNT-1027,2026-06-04,76,POINT_GEAR_TEST,92.5,0
INSP-600418,AST-TRK-1046,2026-06-04,76,USFD_ULTRASONIC,91.4,0
INSP-600419,AST-TRK-1070,2026-06-04,76,USFD_ULTRASONIC,94.1,0
INSP-600420,AST-TRK-1089,2026-06-04,76,USFD_ULTRASONIC,92.2,0
INSP-600421,AST-PNT-1097,2026-06-04,76,POINT_GEAR_TEST,91.9,0
INSP-600422,AST-TRK-1110,2026-06-04,76,USFD_ULTRASONIC,89.9,0
INSP-600423,AST-SIG-1003,2026-06-05,77,POINT_GEAR_TEST,88.0,0
INSP-600424,AST-PNT-1004,2026-06-05,77,POINT_GEAR_TEST,87.9,0
INSP-600425,AST-SIG-1062,2026-06-05,77,POINT_GEAR_TEST,90.4,0
INSP-600426,AST-TRK-1091,2026-06-05,77,USFD_ULTRASONIC,91.4,0
INSP-600427,AST-TRK-1147,2026-06-05,77,USFD_ULTRASONIC,91.4,0
INSP-600428,AST-TRK-1160,2026-06-05,77,USFD_ULTRASONIC,92.8,0
INSP-600429,AST-TRK-1036,2026-06-06,78,USFD_ULTRASONIC,90.8,0
INSP-600430,AST-TRK-1125,2026-06-06,78,USFD_ULTRASONIC,91.7,0
INSP-600431,AST-TRK-1132,2026-06-06,78,USFD_ULTRASONIC,91.1,0
INSP-600432,AST-TRK-1138,2026-06-06,78,USFD_ULTRASONIC,92.5,0
INSP-600433,AST-TRK-1143,2026-06-06,78,USFD_ULTRASONIC,95.5,0
INSP-600434,AST-TRK-1155,2026-06-06,78,USFD_ULTRASONIC,90.2,0
INSP-600435,AST-PNT-1173,2026-06-06,78,POINT_GEAR_TEST,90.5,0
INSP-600436,AST-TRK-1034,2026-06-07,79,USFD_ULTRASONIC,90.4,0
INSP-600437,AST-TRK-1050,2026-06-07,79,USFD_ULTRASONIC,95.7,0
INSP-600438,AST-TRK-1056,2026-06-07,79,USFD_ULTRASONIC,88.4,0
INSP-600439,AST-PNT-1063,2026-06-07,79,POINT_GEAR_TEST,93.4,0
INSP-600440,AST-TRK-1068,2026-06-07,79,USFD_ULTRASONIC,90.0,0
INSP-600441,AST-TRK-1076,2026-06-07,79,USFD_ULTRASONIC,94.8,0
INSP-600442,AST-SIG-1084,2026-06-07,79,POINT_GEAR_TEST,99.9,0
INSP-600443,AST-TRK-1095,2026-06-07,79,USFD_ULTRASONIC,91.0,0
INSP-600444,AST-TRK-1154,2026-06-07,79,USFD_ULTRASONIC,90.5,0
INSP-600445,AST-OHE-1005,2026-06-08,80,TOWER_WAGON,89.1,0
INSP-600446,AST-TRK-1021,2026-06-08,80,USFD_ULTRASONIC,92.5,0
INSP-600447,AST-TRK-1044,2026-06-08,80,USFD_ULTRASONIC,90.0,0
INSP-600448,AST-OHE-1074,2026-06-08,80,TOWER_WAGON,89.8,0
INSP-600449,AST-TRK-1082,2026-06-08,80,USFD_ULTRASONIC,89.4,0
INSP-600450,AST-OHE-1114,2026-06-08,80,TOWER_WAGON,89.1,0
INSP-600451,AST-TRK-1118,2026-06-08,80,USFD_ULTRASONIC,91.0,0
INSP-600452,AST-TRK-1133,2026-06-08,80,USFD_ULTRASONIC,89.5,0
INSP-600453,AST-TRK-1156,2026-06-08,80,USFD_ULTRASONIC,91.0,0
INSP-600454,AST-TRK-1171,2026-06-08,80,USFD_ULTRASONIC,93.8,0
INSP-600455,AST-TRK-1011,2026-06-09,81,USFD_ULTRASONIC,92.1,0
INSP-600456,AST-TRK-1012,2026-06-09,81,USFD_ULTRASONIC,90.4,0
INSP-600457,AST-TRK-1033,2026-06-09,81,USFD_ULTRASONIC,94.3,0
INSP-600458,AST-TRK-1037,2026-06-09,81,USFD_ULTRASONIC,90.0,0
INSP-600459,AST-PNT-1040,2026-06-09,81,POINT_GEAR_TEST,88.7,0
INSP-600460,AST-PNT-1053,2026-06-09,81,POINT_GEAR_TEST,90.3,0
INSP-600461,AST-TRK-1058,2026-06-09,81,USFD_ULTRASONIC,91.7,0
INSP-600462,AST-TRK-1083,2026-06-09,81,USFD_ULTRASONIC,92.4,0
INSP-600463,AST-SIG-1096,2026-06-09,81,POINT_GEAR_TEST,93.5,0
INSP-600464,AST-TRK-1157,2026-06-09,81,USFD_ULTRASONIC,93.2,0
INSP-600465,AST-TRK-1162,2026-06-09,81,USFD_ULTRASONIC,89.7,0
INSP-600466,AST-TRK-1163,2026-06-09,81,USFD_ULTRASONIC,93.5,0
INSP-600467,AST-TRK-1164,2026-06-09,81,USFD_ULTRASONIC,94.4,0
INSP-600468,AST-PNT-1009,2026-06-10,82,POINT_GEAR_TEST,89.0,0
INSP-600469,AST-TRK-1030,2026-06-10,82,USFD_ULTRASONIC,92.0,0
INSP-600470,AST-OHE-1041,2026-06-10,82,TOWER_WAGON,90.8,0
INSP-600471,AST-TRK-1060,2026-06-10,82,USFD_ULTRASONIC,91.7,0
INSP-600472,AST-TRK-1099,2026-06-10,82,USFD_ULTRASONIC,89.6,0
INSP-600473,AST-TRK-1135,2026-06-10,82,USFD_ULTRASONIC,92.6,0
INSP-600474,AST-TRK-1149,2026-06-10,82,USFD_ULTRASONIC,91.2,0
INSP-600475,AST-TRK-1159,2026-06-10,82,USFD_ULTRASONIC,91.6,0
INSP-600476,AST-OHE-1010,2026-06-11,83,TOWER_WAGON,92.8,0
INSP-600477,AST-SIG-1013,2026-06-11,83,POINT_GEAR_TEST,90.5,0
INSP-600478,AST-OHE-1015,2026-06-11,83,TOWER_WAGON,89.6,0
INSP-600479,AST-SIG-1052,2026-06-11,83,POINT_GEAR_TEST,94.2,0
INSP-600480,AST-TRK-1057,2026-06-11,83,USFD_ULTRASONIC,92.2,0
INSP-600481,AST-TRK-1059,2026-06-11,83,USFD_ULTRASONIC,93.1,0
INSP-600482,AST-TRK-1065,2026-06-11,83,USFD_ULTRASONIC,90.7,0
INSP-600483,AST-TRK-1080,2026-06-11,83,USFD_ULTRASONIC,89.7,0
INSP-600484,AST-PNT-1129,2026-06-11,83,POINT_GEAR_TEST,85.5,0
INSP-600485,AST-TRK-1131,2026-06-11,83,USFD_ULTRASONIC,91.4,0
INSP-600486,AST-TRK-1161,2026-06-11,83,USFD_ULTRASONIC,91.4,0
INSP-600487,AST-TRK-1167,2026-06-11,83,USFD_ULTRASONIC,90.5,0
INSP-600488,AST-OHE-1024,2026-06-12,84,TOWER_WAGON,91.7,0
INSP-600489,AST-TRK-1031,2026-06-12,84,USFD_ULTRASONIC,90.2,0
INSP-600490,AST-TRK-1055,2026-06-12,84,USFD_ULTRASONIC,92.3,0
INSP-600491,AST-TRK-1066,2026-06-12,84,USFD_ULTRASONIC,94.1,0
INSP-600492,AST-PNT-1085,2026-06-12,84,POINT_GEAR_TEST,98.1,0
INSP-600493,AST-TRK-1087,2026-06-12,84,USFD_ULTRASONIC,91.8,0
INSP-600494,AST-TRK-1100,2026-06-12,84,USFD_ULTRASONIC,93.8,0
INSP-600495,AST-TRK-1105,2026-06-12,84,USFD_ULTRASONIC,90.9,0
INSP-600496,AST-TRK-1123,2026-06-12,84,USFD_ULTRASONIC,94.0,0
INSP-600497,AST-TRK-1165,2026-06-12,84,USFD_ULTRASONIC,92.8,0
INSP-600498,AST-TRK-1092,2026-06-13,85,USFD_ULTRASONIC,92.8,0
INSP-600499,AST-TRK-1124,2026-06-13,85,USFD_ULTRASONIC,92.3,0
INSP-600500,AST-TRK-1144,2026-06-13,85,USFD_ULTRASONIC,89.6,0
INSP-600501,AST-SIG-1172,2026-06-13,85,POINT_GEAR_TEST,94.5,0
INSP-600502,AST-PNT-1019,2026-06-14,86,POINT_GEAR_TEST,87.7,0
INSP-600503,AST-TRK-1119,2026-06-14,86,USFD_ULTRASONIC,95.1,0
INSP-600504,AST-TRK-1146,2026-06-14,86,USFD_ULTRASONIC,91.0,0
INSP-600505,AST-TRK-1158,2026-06-14,86,USFD_ULTRASONIC,89.0,0
INSP-600506,AST-TRK-1166,2026-06-14,86,USFD_ULTRASONIC,88.5,0
INSP-600507,AST-TRK-1007,2026-06-15,87,USFD_ULTRASONIC,89.6,0
INSP-600508,AST-PNT-1014,2026-06-15,87,POINT_GEAR_TEST,90.7,0
INSP-600509,AST-TRK-1079,2026-06-15,87,USFD_ULTRASONIC,92.1,0
INSP-600510,AST-TRK-1093,2026-06-16,88,USFD_ULTRASONIC,93.1,0
INSP-600511,AST-TRK-1153,2026-06-16,88,USFD_ULTRASONIC,92.1,0
INSP-600512,AST-OHE-1028,2026-06-17,89,TOWER_WAGON,87.9,0
INSP-600513,AST-SIG-1039,2026-06-17,89,POINT_GEAR_TEST,92.0,0
INSP-600514,AST-TRK-1094,2026-06-17,89,USFD_ULTRASONIC,91.3,0
INSP-600515,AST-TRK-1116,2026-06-17,89,USFD_ULTRASONIC,94.1,0
INSP-600516,AST-TRK-1120,2026-06-17,89,USFD_ULTRASONIC,88.6,0
INSP-600517,AST-TRK-1170,2026-06-17,89,USFD_ULTRASONIC,91.3,0
INSP-600518,AST-OHE-1054,2026-06-18,90,TOWER_WAGON,96.8,0
INSP-600519,AST-TRK-1088,2026-06-18,90,USFD_ULTRASONIC,87.5,0
INSP-600520,AST-TRK-1115,2026-06-18,90,USFD_ULTRASONIC,93.2,0
INSP-600521,AST-TRK-1045,2026-06-19,91,USFD_ULTRASONIC,89.7,0
INSP-600522,AST-TRK-1017,2026-06-20,92,USFD_ULTRASONIC,94.5,0
INSP-600523,AST-TRK-1035,2026-06-21,93,USFD_ULTRASONIC,97.0,0
INSP-600524,AST-TRK-1071,2026-06-21,93,USFD_ULTRASONIC,88.8,0
INSP-600525,AST-PNT-1073,2026-06-21,93,POINT_GEAR_TEST,91.1,0
INSP-600526,AST-SIG-1150,2026-06-21,93,POINT_GEAR_TEST,87.9,0
INSP-600527,AST-OHE-1174,2026-06-21,93,TOWER_WAGON,96.7,0
INSP-600528,AST-OHE-1064,2026-06-22,94,TOWER_WAGON,90.4,0
INSP-600529,AST-TRK-1077,2026-06-22,94,USFD_ULTRASONIC,93.9,0
INSP-600530,AST-TRK-1145,2026-06-22,94,USFD_ULTRASONIC,88.7,0
INSP-600531,AST-TRK-1006,2026-06-23,95,USFD_ULTRASONIC,91.9,0
INSP-600532,AST-OHE-1020,2026-06-23,95,TOWER_WAGON,93.0,0
INSP-600533,AST-TRK-1117,2026-06-23,95,USFD_ULTRASONIC,94.2,0
INSP-600534,AST-TRK-1136,2026-06-23,95,USFD_ULTRASONIC,97.8,0
INSP-600535,AST-TRK-1032,2026-06-25,97,USFD_ULTRASONIC,95.6,0
INSP-600536,AST-OHE-1086,2026-06-25,97,TOWER_WAGON,91.1,0
INSP-600537,AST-TRK-1104,2026-06-25,97,USFD_ULTRASONIC,93.8,0
INSP-600538,AST-TRK-1107,2026-06-25,97,USFD_ULTRASONIC,91.5,0
INSP-600539,AST-TRK-1122,2026-06-25,97,USFD_ULTRASONIC,87.9,0
INSP-600540,AST-TRK-1148,2026-06-25,97,USFD_ULTRASONIC,92.3,0
INSP-600541,AST-TRK-1025,2026-06-26,98,USFD_ULTRASONIC,97.2,0
INSP-600542,AST-TRK-1049,2026-06-26,98,USFD_ULTRASONIC,88.3,0
INSP-600543,AST-SIG-1112,2026-06-26,98,POINT_GEAR_TEST,86.5,0
INSP-600544,AST-TRK-1140,2026-06-26,98,USFD_ULTRASONIC,89.5,0
INSP-600545,AST-TRK-1168,2026-06-26,98,USFD_ULTRASONIC,95.2,0
INSP-600546,AST-SIG-1022,2026-06-27,99,POINT_GEAR_TEST,95.4,0
INSP-600547,AST-TRK-1029,2026-06-27,99,USFD_ULTRASONIC,91.9,0
INSP-600548,AST-TRK-1109,2026-06-27,99,USFD_ULTRASONIC,94.8,0
INSP-600549,AST-TRK-1137,2026-06-27,99,USFD_ULTRASONIC,90.9,0
INSP-600550,AST-TRK-1141,2026-06-27,99,USFD_ULTRASONIC,90.1,0
INSP-600551,AST-OHE-1152,2026-06-27,99,TOWER_WAGON,90.0,0
INSP-600552,AST-TRK-1016,2026-06-28,100,USFD_ULTRASONIC,97.2,0
INSP-600553,AST-TRK-1048,2026-06-28,100,USFD_ULTRASONIC,93.1,0
INSP-600554,AST-TRK-1102,2026-06-28,100,USFD_ULTRASONIC,92.8,0
INSP-600555,AST-OHE-1130,2026-06-28,100,TOWER_WAGON,91.2,0
INSP-600556,AST-TRK-1139,2026-06-28,100,USFD_ULTRASONIC,89.8,0
INSP-600557,AST-TRK-1169,2026-06-28,100,USFD_ULTRASONIC,95.3,0
INSP-600558,AST-TRK-1069,2026-06-29,101,USFD_ULTRASONIC,93.3,0
INSP-600559,AST-TRK-1103,2026-06-29,101,USFD_ULTRASONIC,90.1,0
INSP-600560,AST-PNT-1113,2026-06-29,101,POINT_GEAR_TEST,91.1,0
INSP-600561,AST-TRK-1134,2026-06-29,101,USFD_ULTRASONIC,93.7,0
INSP-600562,AST-SIG-1008,2026-06-30,102,POINT_GEAR_TEST,94.3,0
INSP-600563,AST-TRK-1038,2026-06-30,102,USFD_ULTRASONIC,93.7,0
INSP-600564,AST-TRK-1042,2026-06-30,102,USFD_ULTRASONIC,92.9,0
INSP-600565,AST-TRK-1043,2026-06-30,102,USFD_ULTRASONIC,90.9,0
INSP-600566,AST-TRK-1075,2026-06-30,102,USFD_ULTRASONIC,93.1,0
INSP-600567,AST-PNT-1097,2026-06-30,102,POINT_GEAR_TEST,96.3,0
INSP-600568,AST-TRK-1101,2026-06-30,102,USFD_ULTRASONIC,96.4,0
INSP-600569,AST-TRK-1106,2026-06-30,102,USFD_ULTRASONIC,97.3,0
INSP-600570,AST-TRK-1126,2026-06-30,102,USFD_ULTRASONIC,92.2,0
INSP-600571,AST-PNT-1151,2026-06-30,102,POINT_GEAR_TEST,95.6,0
INSP-600572,AST-TRK-1002,2026-07-01,103,USFD_ULTRASONIC,90.0,0
INSP-600573,AST-TRK-1051,2026-07-01,103,USFD_ULTRASONIC,90.9,0
INSP-600574,AST-TRK-1061,2026-07-01,103,USFD_ULTRASONIC,96.2,0
INSP-600575,AST-TRK-1067,2026-07-01,103,USFD_ULTRASONIC,93.5,0
INSP-600576,AST-TRK-1111,2026-07-01,103,USFD_ULTRASONIC,94.0,0
INSP-600577,AST-TRK-1127,2026-07-01,103,USFD_ULTRASONIC,89.2,0
INSP-600578,AST-TRK-1001,2026-07-02,104,USFD_ULTRASONIC,91.4,0
INSP-600579,AST-TRK-1090,2026-07-02,104,USFD_ULTRASONIC,86.9,0
INSP-600580,AST-OHE-1098,2026-07-02,104,TOWER_WAGON,90.3,0
INSP-600581,AST-SIG-1128,2026-07-02,104,POINT_GEAR_TEST,92.3,0
INSP-600582,AST-TRK-1142,2026-07-02,104,USFD_ULTRASONIC,97.3,0
INSP-600583,AST-PNT-1004,2026-07-03,105,POINT_GEAR_TEST,92.8,0
INSP-600584,AST-SIG-1018,2026-07-03,105,POINT_GEAR_TEST,90.8,0
INSP-600585,AST-PNT-1023,2026-07-03,105,POINT_GEAR_TEST,94.7,0
INSP-600586,AST-TRK-1047,2026-07-03,105,USFD_ULTRASONIC,94.0,0
INSP-600587,AST-TRK-1078,2026-07-03,105,USFD_ULTRASONIC,90.3,0
INSP-600588,AST-TRK-1121,2026-07-03,105,USFD_ULTRASONIC,94.9,0
INSP-600589,AST-TRK-1138,2026-07-03,105,USFD_ULTRASONIC,88.5,0
INSP-600590,AST-TRK-1143,2026-07-03,105,USFD_ULTRASONIC,90.4,0
INSP-600591,AST-TRK-1155,2026-07-03,105,USFD_ULTRASONIC,93.5,0
INSP-600592,AST-PNT-1027,2026-07-04,106,POINT_GEAR_TEST,98.2,0
INSP-600593,AST-TRK-1046,2026-07-04,106,USFD_ULTRASONIC,95.1,0
INSP-600594,AST-TRK-1081,2026-07-04,106,USFD_ULTRASONIC,94.1,0
INSP-600595,AST-OHE-1005,2026-07-05,107,TOWER_WAGON,93.0,0
INSP-600596,AST-SIG-1026,2026-07-05,107,POINT_GEAR_TEST,89.5,0
INSP-600597,AST-TRK-1037,2026-07-05,107,USFD_ULTRASONIC,93.1,0
INSP-600598,AST-TRK-1050,2026-07-05,107,USFD_ULTRASONIC,91.2,0
INSP-600599,AST-SIG-1062,2026-07-05,107,POINT_GEAR_TEST,87.4,0
INSP-600600,AST-TRK-1089,2026-07-05,107,USFD_ULTRASONIC,96.3,0
INSP-600601,AST-TRK-1091,2026-07-05,107,USFD_ULTRASONIC,93.6,0
INSP-600602,AST-TRK-1125,2026-07-05,107,USFD_ULTRASONIC,93.2,0
INSP-600603,AST-TRK-1147,2026-07-05,107,USFD_ULTRASONIC,88.2,0
INSP-600604,AST-TRK-1030,2026-07-06,108,USFD_ULTRASONIC,94.3,0
INSP-600605,AST-TRK-1033,2026-07-06,108,USFD_ULTRASONIC,89.3,0
INSP-600606,AST-TRK-1060,2026-07-06,108,USFD_ULTRASONIC,91.8,0
INSP-600607,AST-TRK-1095,2026-07-06,108,USFD_ULTRASONIC,92.1,0
INSP-600608,AST-TRK-1099,2026-07-06,108,USFD_ULTRASONIC,95.7,0
INSP-600609,AST-TRK-1108,2026-07-06,108,USFD_ULTRASONIC,95.5,0
INSP-600610,AST-TRK-1132,2026-07-06,108,USFD_ULTRASONIC,93.9,0
INSP-600611,AST-TRK-1160,2026-07-06,108,USFD_ULTRASONIC,91.0,0
INSP-600612,AST-TRK-1163,2026-07-06,108,USFD_ULTRASONIC,94.0,0
INSP-600613,AST-PNT-1040,2026-07-07,109,POINT_GEAR_TEST,93.3,0
INSP-600614,AST-PNT-1053,2026-07-07,109,POINT_GEAR_TEST,97.6,0
INSP-600615,AST-SIG-1072,2026-07-07,109,POINT_GEAR_TEST,94.3,0
INSP-600616,AST-TRK-1162,2026-07-07,109,USFD_ULTRASONIC,95.4,0
INSP-600617,AST-SIG-1003,2026-07-08,110,POINT_GEAR_TEST,88.6,0
INSP-600618,AST-OHE-1024,2026-07-08,110,TOWER_WAGON,94.6,0
INSP-600619,AST-TRK-1034,2026-07-08,110,USFD_ULTRASONIC,95.2,0
INSP-600620,AST-TRK-1036,2026-07-08,110,USFD_ULTRASONIC,94.4,0
INSP-600621,AST-TRK-1055,2026-07-08,110,USFD_ULTRASONIC,96.2,0
INSP-600622,AST-TRK-1082,2026-07-08,110,USFD_ULTRASONIC,93.5,0
INSP-600623,AST-TRK-1110,2026-07-08,110,USFD_ULTRASONIC,94.7,0
