event_id,asset_id,date,day_index,category,severity,is_functional_failure,health_at_event
EVT-800321,AST-TRK-1048,2026-08-01,134,TRACK,URGENT,False,91.4
EVT-800322,AST-TRK-1049,2026-08-01,134,TRACK,URGENT,False,93.2
EVT-800323,AST-TRK-1061,2026-08-01,134,TRACK,URGENT,False,91.5
EVT-800324,AST-TRK-1122,2026-08-01,134,TRACK,URGENT,False,91.8
EVT-800325,AST-TRK-1006,2026-08-02,135,TRACK,URGENT,False,93.9
EVT-800326,AST-TRK-1157,2026-08-02,135,TRACK,URGENT,False,92.5
EVT-800327,AST-TRK-1069,2026-08-03,136,TRACK,URGENT,False,91.5
EVT-800328,AST-SIG-1084,2026-08-03,136,SIGNAL,URGENT,False,96.3
EVT-800329,AST-TRK-1140,2026-08-03,136,TRACK,URGENT,False,91.8
EVT-800330,AST-OHE-1054,2026-08-04,137,OHE,EMERGENCY,True,91.2
EVT-800331,AST-TRK-1145,2026-08-04,137,TRACK,URGENT,False,90.4
EVT-800332,AST-TRK-1162,2026-08-04,137,TRACK,EMERGENCY,True,91.2
EVT-800333,AST-TRK-1123,2026-08-06,139,TRACK,EMERGENCY,True,93.1
EVT-800334,AST-TRK-1170,2026-08-06,139,TRACK,URGENT,False,93.3
EVT-800335,AST-TRK-1030,2026-08-07,140,TRACK,URGENT,False,91.0
EVT-800336,AST-TRK-1051,2026-08-08,141,TRACK,EMERGENCY,True,95.3
EVT-800337,AST-SIG-1062,2026-08-08,141,SIGNAL,URGENT,False,85.1
EVT-800338,AST-TRK-1161,2026-08-08,141,TRACK,URGENT,False,90.9
EVT-800339,AST-OHE-1054,2026-08-09,142,OHE,EMERGENCY,True,90.8
EVT-800340,AST-TRK-1125,2026-08-09,142,TRACK,URGENT,False,90.8
EVT-800341,AST-OHE-1015,2026-08-10,143,OHE,EMERGENCY,True,90.8
EVT-800342,AST-TRK-1017,2026-08-10,143,TRACK,EMERGENCY,True,89.8
EVT-800343,AST-TRK-1091,2026-08-10,143,TRACK,URGENT,False,90.2
EVT-800344,AST-TRK-1131,2026-08-11,144,TRACK,URGENT,False,92.2
EVT-800345,AST-TRK-1048,2026-08-12,145,TRACK,EMERGENCY,True,90.4
EVT-800346,AST-SIG-1062,2026-08-12,145,SIGNAL,URGENT,False,85.0
EVT-800347,AST-TRK-1154,2026-08-12,145,TRACK,URGENT,False,95.4
EVT-800348,AST-PNT-1009,2026-08-13,146,POINT_MACHINE,URGENT,False,89.0
EVT-800349,AST-TRK-1016,2026-08-13,146,TRACK,URGENT,False,95.6
EVT-800350,AST-OHE-1054,2026-08-13,146,OHE,EMERGENCY,True,90.4
EVT-800351,AST-TRK-1088,2026-08-13,146,TRACK,URGENT,False,89.6
EVT-800352,AST-TRK-1169,2026-08-13,146,TRACK,URGENT,False,90.6
EVT-800353,AST-OHE-1098,2026-08-14,147,OHE,URGENT,False,93.7
EVT-800354,AST-TRK-1035,2026-08-15,148,TRACK,URGENT,False,95.6
EVT-800355,AST-TRK-1081,2026-08-15,148,TRACK,URGENT,False,89.4
EVT-800356,AST-TRK-1165,2026-08-15,148,TRACK,URGENT,False,91.0
EVT-800357,AST-TRK-1006,2026-08-16,149,TRACK,URGENT,False,92.0
EVT-800358,AST-OHE-1064,2026-08-16,149,OHE,EMERGENCY,True,90.6
EVT-800359,AST-PNT-1073,2026-08-18,151,POINT_MACHINE,URGENT,False,90.4
EVT-800360,AST-TRK-1106,2026-08-18,151,TRACK,EMERGENCY,True,90.2
EVT-800361,AST-TRK-1099,2026-08-19,152,TRACK,URGENT,False,90.2
EVT-800362,AST-TRK-1159,2026-08-19,152,TRACK,EMERGENCY,True,94.7
EVT-800363,AST-TRK-1044,2026-08-20,153,TRACK,URGENT,False,91.3
EVT-800364,AST-SIG-1096,2026-08-20,153,SIGNAL,URGENT,False,90.6
EVT-800365,AST-TRK-1106,2026-08-20,153,TRACK,EMERGENCY,True,89.9
EVT-800366,AST-TRK-1109,2026-08-20,153,TRACK,URGENT,False,89.7
EVT-800367,AST-TRK-1164,2026-08-20,153,TRACK,EMERGENCY,True,92.0
EVT-800368,AST-TRK-1030,2026-08-21,154,TRACK,URGENT,False,89.7
EVT-800369,AST-TRK-1080,2026-08-21,154,TRACK,EMERGENCY,True,90.1
EVT-800370,AST-TRK-1132,2026-08-21,154,TRACK,URGENT,False,94.6
EVT-800371,AST-TRK-1171,2026-08-21,154,TRACK,EMERGENCY,True,90.6
EVT-800372,AST-TRK-1048,2026-08-22,155,TRACK,URGENT,False,94.8
EVT-800373,AST-OHE-1064,2026-08-22,155,OHE,EMERGENCY,True,90.0
EVT-800374,AST-TRK-1108,2026-08-22,155,TRACK,URGENT,False,89.8
EVT-800375,AST-TRK-1167,2026-08-22,155,TRACK,URGENT,False,92.9
EVT-800376,AST-PNT-1009,2026-08-23,156,POINT_MACHINE,EMERGENCY,True,87.2
EVT-800377,AST-TRK-1137,2026-08-23,156,TRACK,URGENT,False,91.2
EVT-800378,AST-TRK-1153,2026-08-24,157,TRACK,EMERGENCY,True,95.9
EVT-800379,AST-TRK-1031,2026-08-25,158,TRACK,URGENT,False,95.0
EVT-800380,AST-TRK-1050,2026-08-25,158,TRACK,URGENT,False,91.6
EVT-800381,AST-TRK-1106,2026-08-25,158,TRACK,URGENT,False,90.1
EVT-800382,AST-TRK-1160,2026-08-25,158,TRACK,EMERGENCY,True,90.5
EVT-800383,AST-TRK-1163,2026-08-25,158,TRACK,URGENT,False,89.4
EVT-800384,AST-SIG-1022,2026-08-26,159,SIGNAL,URGENT,False,92.0
EVT-800385,AST-TRK-1059,2026-08-26,159,TRACK,EMERGENCY,True,91.7
EVT-800386,AST-TRK-1069,2026-08-26,159,TRACK,EMERGENCY,True,94.6
EVT-800387,AST-TRK-1087,2026-08-27,160,TRACK,EMERGENCY,True,88.5
EVT-800388,AST-TRK-1155,2026-08-27,160,TRACK,URGENT,False,94.6
EVT-800389,AST-TRK-1025,2026-08-28,161,TRACK,URGENT,False,94.2
EVT-800390,AST-TRK-1021,2026-08-30,163,TRACK,EMERGENCY,True,90.2
EVT-800391,AST-TRK-1060,2026-08-30,163,TRACK,URGENT,False,94.6
EVT-800392,AST-TRK-1143,2026-08-30,163,TRACK,URGENT,False,90.7
EVT-800393,AST-TRK-1157,2026-08-30,163,TRACK,URGENT,False,90.0
EVT-800394,AST-TRK-1101,2026-08-31,164,TRACK,URGENT,False,95.1
EVT-800395,AST-TRK-1137,2026-08-31,164,TRACK,URGENT,False,95.1
EVT-800396,AST-TRK-1139,2026-09-01,165,TRACK,URGENT,False,95.1
EVT-800397,AST-TRK-1032,2026-09-02,166,TRACK,URGENT,False,94.3
EVT-800398,AST-TRK-1035,2026-09-02,166,TRACK,URGENT,False,93.8
EVT-800399,AST-TRK-1119,2026-09-02,166,TRACK,EMERGENCY,True,91.5
EVT-800400,AST-TRK-1012,2026-09-04,168,TRACK,URGENT,False,89.4
EVT-800401,AST-SIG-1096,2026-09-04,168,SIGNAL,URGENT,False,90.5
EVT-800402,AST-TRK-1108,2026-09-04,168,TRACK,URGENT,False,95.4
EVT-800403,AST-TRK-1131,2026-09-04,168,TRACK,URGENT,False,89.8
EVT-800404,AST-SIG-1013,2026-09-05,169,SIGNAL,EMERGENCY,True,86.1
EVT-800405,AST-PNT-1019,2026-09-05,169,POINT_MACHINE,URGENT,False,94.1
EVT-800406,AST-SIG-1128,2026-09-05,169,SIGNAL,URGENT,False,90.1
EVT-800407,AST-TRK-1006,2026-09-06,170,TRACK,URGENT,False,91.0
EVT-800408,AST-TRK-1066,2026-09-07,171,TRACK,URGENT,False,93.6
EVT-800409,AST-PNT-1085,2026-09-07,171,POINT_MACHINE,URGENT,False,92.1
EVT-800410,AST-TRK-1118,2026-09-07,171,TRACK,URGENT,False,93.7
EVT-800411,AST-TRK-1127,2026-09-07,171,TRACK,EMERGENCY,True,95.2
EVT-800412,AST-TRK-1135,2026-09-07,171,TRACK,URGENT,False,89.7
EVT-800413,AST-TRK-1164,2026-09-07,171,TRACK,URGENT,False,90.9
EVT-800414,AST-OHE-1041,2026-09-08,172,OHE,EMERGENCY,True,93.7
EVT-800415,AST-TRK-1106,2026-09-08,172,TRACK,URGENT,False,94.7
EVT-800416,AST-OHE-1114,2026-09-08,172,OHE,EMERGENCY,True,87.8
EVT-800417,AST-PNT-1014,2026-09-09,173,POINT_MACHINE,URGENT,False,96.0
EVT-800418,AST-PNT-1019,2026-09-09,173,POINT_MACHINE,URGENT,False,93.4
EVT-800419,AST-PNT-1040,2026-09-09,173,POINT_MACHINE,URGENT,False,93.2
EVT-800420,AST-TRK-1117,2026-09-09,173,TRACK,URGENT,False,92.5
EVT-800421,AST-TRK-1124,2026-09-09,173,TRACK,URGENT,False,94.5
EVT-800422,AST-SIG-1150,2026-09-09,173,SIGNAL,URGENT,False,84.9
EVT-800423,AST-TRK-1033,2026-09-10,174,TRACK,URGENT,False,88.6
EVT-800424,AST-TRK-1134,2026-09-10,174,TRACK,URGENT,False,92.4
EVT-800425,AST-TRK-1016,2026-09-11,175,TRACK,URGENT,False,93.4
EVT-800426,AST-TRK-1050,2026-09-11,175,TRACK,EMERGENCY,True,89.8
EVT-800427,AST-TRK-1058,2026-09-11,175,TRACK,URGENT,False,93.2
EVT-800428,AST-PNT-1085,2026-09-11,175,POINT_MACHINE,URGENT,False,91.3
EVT-800429,AST-TRK-1157,2026-09-11,175,TRACK,URGENT,False,94.4
EVT-800430,AST-SIG-1112,2026-09-12,176,SIGNAL,URGENT,False,85.6
EVT-800431,AST-TRK-1033,2026-09-14,178,TRACK,URGENT,False,95.2
EVT-800432,AST-TRK-1140,2026-09-14,178,TRACK,URGENT,False,94.3
EVT-800433,AST-TRK-1134,2026-09-15,179,TRACK,URGENT,False,91.8
EVT-800434,AST-TRK-1070,2026-09-16,180,TRACK,EMERGENCY,True,94.1
EVT-800435,AST-PNT-1073,2026-09-16,180,POINT_MACHINE,URGENT,False,95.8
EVT-800436,AST-TRK-1083,2026-09-17,181,TRACK,URGENT,False,95.3
EVT-800437,AST-TRK-1077,2026-09-18,182,TRACK,URGENT,False,92.1
EVT-800438,AST-TRK-1149,2026-09-18,182,TRACK,EMERGENCY,True,94.4
EVT-800439,AST-OHE-1054,2026-09-20,184,OHE,EMERGENCY,True,92.3
EVT-800440,AST-TRK-1095,2026-09-20,184,TRACK,EMERGENCY,True,90.9
EVT-800441,AST-PNT-1004,2026-09-21,185,POINT_MACHINE,URGENT,False,90.7
EVT-800442,AST-TRK-1047,2026-09-21,185,TRACK,EMERGENCY,True,92.7
EVT-800443,AST-OHE-1064,2026-09-21,185,OHE,EMERGENCY,True,92.6
EVT-800444,AST-TRK-1159,2026-09-21,185,TRACK,URGENT,False,91.8
EVT-800445,AST-TRK-1141,2026-09-22,186,TRACK,URGENT,False,93.3
EVT-800446,AST-TRK-1056,2026-09-23,187,TRACK,URGENT,False,92.3
EVT-800447,AST-TRK-1070,2026-09-23,187,TRACK,URGENT,False,94.2
EVT-800448,AST-TRK-1011,2026-09-24,188,TRACK,URGENT,False,94.1
EVT-800449,AST-TRK-1081,2026-09-25,189,TRACK,URGENT,False,92.6
EVT-800450,AST-TRK-1101,2026-09-25,189,TRACK,URGENT,False,93.6
EVT-800451,AST-TRK-1065,2026-09-26,190,TRACK,EMERGENCY,True,93.4
EVT-800452,AST-TRK-1029,2026-09-27,191,TRACK,URGENT,False,90.2
EVT-800453,AST-OHE-1064,2026-09-27,191,OHE,EMERGENCY,True,92.1
EVT-800454,AST-TRK-1158,2026-09-27,191,TRACK,URGENT,False,92.4
EVT-800455,AST-PNT-1151,2026-09-28,192,POINT_MACHINE,EMERGENCY,True,93.2
EVT-800456,AST-TRK-1069,2026-09-29,193,TRACK,URGENT,False,91.9
EVT-800457,AST-TRK-1155,2026-09-29,193,TRACK,EMERGENCY,True,91.3
EVT-800458,AST-TRK-1158,2026-09-30,194,TRACK,EMERGENCY,True,92.0
