asset_id,asset_name,category,department,section_id,track_id,start_km,end_km,criticality_weight,health_index,last_inspected_days_ago
AST-TRK-1161,Track Block CNB-PRYJ DOWN (Km 81.7-91.9),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-DN,81.7,91.9,3,72.4,47
AST-TRK-1162,Track Block CNB-PRYJ DOWN (Km 91.9-102.1),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-DN,91.9,102.1,3,78.1,22
AST-TRK-1163,Track Block CNB-PRYJ DOWN (Km 102.1-112.3),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-DN,102.1,112.3,3,96.9,22
AST-TRK-1164,Track Block CNB-PRYJ DOWN (Km 112.3-122.5),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-DN,112.3,122.5,4,86.2,30
AST-TRK-1165,Track Block CNB-PRYJ DOWN (Km 122.5-132.7),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-DN,122.5,132.7,5,97.4,39
AST-TRK-1166,Track Block CNB-PRYJ DOWN (Km 132.7-142.9),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-DN,132.7,142.9,4,96.0,12
AST-TRK-1167,Track Block CNB-PRYJ DOWN (Km 142.9-153.2),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-DN,142.9,153.2,4,70.9,21
AST-TRK-1168,Track Block CNB-PRYJ DOWN (Km 153.2-163.4),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-DN,153.2,163.4,3,68.6,32
AST-TRK-1169,Track Block CNB-PRYJ DOWN (Km 163.4-173.6),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-DN,163.4,173.6,4,89.0,25
AST-TRK-1170,Track Block CNB-PRYJ DOWN (Km 173.6-183.8),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-DN,173.6,183.8,4,85.0,37
AST-TRK-1171,Track Block CNB-PRYJ DOWN (Km 183.8-194.0),TRACK,ENGINEERING,CNB-PRYJ,CNB-PRYJ-DN,183.8,194.0,3,77.7,41
AST-SIG-1172,Signal Post CNB-PRYJ DOWN Auto Block,SIGNAL,SIGNAL_TELECOM,CNB-PRYJ,CNB-PRYJ-DN,58.2,58.3,4,75.5,5
AST-PNT-1173,Point Machine CNB-PRYJ Crossover Junction,POINT_MACHINE,SIGNAL_TELECOM,CNB-PRYJ,CNB-PRYJ-DN,155.2,155.4,5,84.8,2
AST-OHE-1174,25kV OHE Catenary Section CNB-PRYJ DOWN,OHE,TRD,CNB-PRYJ,CNB-PRYJ-DN,0.0,194.0,4,83.1,41
